miRNA_ID,miRNA_location,PCG,PCG_embl,lncRNA_embl,Intragenic/Intergenic,PCG_exon/intron,lncRNA_exon/intron
hsa-miR-30a,chr6:71403551-71403621[-],,,ENSG00000233237,Intragenic,,intron
hsa-miR-4282,chr6:72967687-72967753[-],KCNQ5,ENSG00000185760,,Intragenic,intron,
hsa-miR-4463,chr6:75428407-75428473[+],FILIP1,ENSG00000118407,,Intragenic,intron,
hsa-miR-4464,chr6:90312742-90312833[+],,,ENSG00000260271,Intragenic,,intron
hsa-miR-4643,chr6:91521660-91521737[+],,,,Intergenic,,
hsa-miR-2113,chr6:98024531-98024621[+],,,ENSG00000271860,Intragenic,,intron
hsa-miR-548ai,chr6:99124609-99124696[+],,,,Intergenic,,
hsa-miR-587,chr6:106784125-106784220[+],,,ENSG00000235142,Intragenic,,intron
hsa-miR-548b,chr6:119069047-119069143[-],FAM184A,ENSG00000111879,ENSG00000253194,Intragenic,intron,intron
hsa-miR-3144,chr6:120015179-120015257[+],,,,Intergenic,,
hsa-miR-588,chr6:126484631-126484713[+],,,,Intergenic,,
hsa-miR-548h-5,chr6:131792172-131792231[+],,,,Intergenic,,
hsa-miR-548aj-1,chr6:132115192-132115263[-],,,ENSG00000228495,Intragenic,,intron
hsa-miR-3662,chr6:134979338-134979432[-],HBS1L,ENSG00000112339,,Intragenic,intron,
hsa-miR-548a-2,chr6:135239160-135239256[+],,,,Intergenic,,
hsa-miR-3145,chr6:138435213-138435294[-],NHSL1,ENSG00000135540,,Intragenic,intron,
hsa-miR-3668,chr6:140205252-140205326[+],,,ENSG00000288714,Intragenic,,intron
hsa-miR-4465,chr6:140683814-140683883[+],,,ENSG00000234147,Intragenic,,intron
hsa-miR-1273c,chr6:154853360-154853436[+],TIAM2,ENSG00000146426,,Intragenic,intron,
hsa-miR-1202,chr6:155946797-155946879[+],,,ENSG00000287092,Intragenic,,intron
hsa-miR-4466,chr6:156779678-156779731[-],ARID1B,ENSG00000049618,,Intragenic,intron,
hsa-miR-3692,chr6:157529132-157529200[+],ZDHHC14,ENSG00000175048,,Intragenic,intron,
hsa-miR-7161,chr6:158609707-158609790[+],TMEM181,ENSG00000146433,,Intragenic,exon,
hsa-miR-3918,chr6:158764661-158764753[-],SYTL3,ENSG00000164674,,Intragenic,exon,
hsa-miR-1913,chr6:166509354-166509433[-],RPS6KA2,ENSG00000071242,,Intragenic,intron,
hsa-miR-3939,chr6:166997807-166997912[-],,,ENSG00000285730,Intragenic,,intron
hsa-miR-4644,chr6:170330761-170330844[+],FAM120B,ENSG00000112584,,Intragenic,intron,
hsa-miR-339,chr7:1022933-1023026[-],C7orf50,ENSG00000146540,,Intragenic,intron,
hsa-miR-4655,chr7:1844180-1844253[-],MAD1L1,ENSG00000002822,ENSG00000176349,Intragenic,intron,intron
hsa-miR-6836,chr7:2257515-2257577[-],SNX8,ENSG00000106266,,Intragenic,exon,
hsa-miR-4648,chr7:2527074-2527145[+],LFNG,ENSG00000106003,,Intragenic,intron,
hsa-miR-4656,chr7:4788565-4788639[-],AP5Z1,ENSG00000242802,,Intragenic,intron,
hsa-miR-589,chr7:5495819-5495917[-],FBXL18,ENSG00000155034,,Intragenic,intron,
hsa-miR-6874,chr7:5711840-5711910[-],RNF216,ENSG00000011275,,Intragenic,intron,
hsa-miR-3683,chr7:7066964-7067045[-],,,ENSG00000287860,Intragenic,,intron
hsa-miR-1302-6,chr7:18127220-18127309[-],HDAC9,ENSG00000048052,,Intragenic,intron,
hsa-miR-3146,chr7:19705358-19705436[-],POLR1F,ENSG00000105849,,Intragenic,intron,
hsa-miR-1183,chr7:21471058-21471146[+],SP4,ENSG00000105866,,Intragenic,intron,
hsa-miR-148a,chr7:25949919-25949986[-],,,,Intergenic,,
hsa-miR-196b,chr7:27169480-27169563[-],HOXA9,ENSG00000078399,ENSG00000253187,Intragenic,exon,exon
hsa-miR-550a-3,chr7:29680734-29680828[-],,,,Intergenic,,
hsa-miR-550b-1,chr7:30289794-30289890[-],ZNRF2,ENSG00000180233,,Intragenic,intron,
hsa-miR-550a-1,chr7:30289794-30289890[+],ZNRF2,ENSG00000180233,,Intragenic,intron,
hsa-miR-550a-2,chr7:32732981-32733077[+],,,,Intergenic,,
hsa-miR-550b-2,chr7:32732981-32733077[-],,,,Intergenic,,
hsa-miR-550a-2,chr7:32732981-32733077[+],,,,Intergenic,,
hsa-miR-548n,chr7:34940760-34940834[-],DPY19L1,ENSG00000173852,,Intragenic,intron,
hsa-miR-1200,chr7:36919357-36919432[-],ELMO1,ENSG00000155849,,Intragenic,intron,
hsa-miR-3943,chr7:43150895-43150994[+],HECW1,ENSG00000002746,ENSG00000181211,Intragenic,intron,intron
hsa-miR-6837,chr7:44051766-44051829[+],DBNL,ENSG00000136279,,Intragenic,exon,
hsa-miR-6838,chr7:44073378-44073433[-],POLM,ENSG00000122678,,Intragenic,exon,
hsa-miR-4649,chr7:44110849-44110912[+],AEBP1,ENSG00000106624,,Intragenic,exon,
hsa-miR-4657,chr7:44881748-44881800[-],PURB,ENSG00000146676,,Intragenic,exon,
hsa-miR-4283-1,chr7:56955785-56955864[-],,,,Intergenic,,
hsa-miR-3147,chr7:57405025-57405090[+],,,ENSG00000260653,Intragenic,,intron
hsa-miR-4283-2,chr7:63621090-63621169[+],,,,Intergenic,,
hsa-miR-6839,chr7:64679064-64679176[+],ZNF107,ENSG00000196247,,Intragenic,intron,
hsa-miR-4650-1,chr7:67114322-67114397[-],TYW1,ENSG00000198874,,Intragenic,intron,
hsa-miR-3914-1,chr7:71307672-71307770[-],GALNT17,ENSG00000185274,,Intragenic,intron,
hsa-miR-3914-2,chr7:71307674-71307768[+],GALNT17,ENSG00000185274,,Intragenic,intron,
hsa-miR-4650-2,chr7:72697903-72697978[+],TYW1B,ENSG00000277149,,Intragenic,intron,
hsa-miR-4284,chr7:73711317-73711397[+],STX1A,ENSG00000106089,,Intragenic,intron,
hsa-miR-590,chr7:74191198-74191294[+],EIF4H,ENSG00000106682,,Intragenic,intron,
hsa-miR-4651,chr7:75915197-75915269[+],POR,ENSG00000127948,,Intragenic,exon,
hsa-miR-1285-1,chr7:92204015-92204098[-],KRIT1,ENSG00000001631,ENSG00000243107,Intragenic,intron,intron
hsa-miR-653,chr7:93482760-93482855[-],CALCR,ENSG00000004948,,Intragenic,intron,
hsa-miR-489,chr7:93483936-93484019[-],CALCR,ENSG00000004948,,Intragenic,intron,
hsa-miR-4652,chr7:93716928-93717005[+],GNGT1,ENSG00000127928,,Intragenic,intron,
hsa-miR-591,chr7:96219662-96219756[-],SLC25A13,ENSG00000004864,,Intragenic,intron,
hsa-miR-5692a-1,chr7:97963658-97963726[+],,,ENSG00000284707,Intragenic,,intron
hsa-miR-5692c-2,chr7:97964405-97964481[-],,,ENSG00000284707,Intragenic,,intron
hsa-miR-3609,chr7:98881650-98881729[+],TRRAP,ENSG00000196367,,Intragenic,intron,
hsa-miR-25,chr7:100093560-100093643[-],MCM7,ENSG00000166508,,Intragenic,intron,
hsa-miR-93,chr7:100093768-100093847[-],MCM7,ENSG00000166508,,Intragenic,exon,
hsa-miR-106b,chr7:100093993-100094074[-],MCM7,ENSG00000166508,,Intragenic,intron,
hsa-miR-4658,chr7:100156605-100156669[-],TRAPPC14,ENSG00000146826,,Intragenic,exon,
hsa-miR-6840,chr7:100356651-100356721[+],PILRB,ENSG00000121716,ENSG00000272752,Intragenic,exon,intron
hsa-miR-6875,chr7:100868036-100868107[+],TRIP6,ENSG00000087077,,Intragenic,exon,
hsa-miR-4653,chr7:101159473-101159555[+],AP1S1,ENSG00000106367,,Intragenic,intron,
hsa-miR-4285,chr7:102293103-102293187[+],SH2B2,ENSG00000160999,,Intragenic,intron,
hsa-miR-548o,chr7:102405742-102405855[-],PRKRIP1,ENSG00000128563,,Intragenic,intron,
hsa-miR-5090,chr7:102465742-102465826[+],LRWD1,ENSG00000161036,,Intragenic,exon,
hsa-miR-4467,chr7:102471469-102471531[+],LRWD1,ENSG00000161036,,Intragenic,exon,
hsa-miR-3666,chr7:114653345-114653455[+],FOXP2,ENSG00000128573,,Intragenic,intron,
hsa-miR-6132,chr7:117020211-117020319[+],ST7,ENSG00000004866,ENSG00000214188,Intragenic,exon,intron
hsa-miR-592,chr7:127058088-127058184[-],GRM8,ENSG00000179603,,Intragenic,intron,
hsa-miR-593,chr7:128081861-128081960[+],SND1,ENSG00000197157,,Intragenic,intron,
hsa-miR-129-1,chr7:128207872-128207943[+],,,,Intergenic,,
hsa-miR-182,chr7:129770383-129770492[-],,,,Intergenic,,
hsa-miR-96,chr7:129774692-129774769[-],,,,Intergenic,,
hsa-miR-183,chr7:129774905-129775014[-],,,,Intergenic,,
hsa-miR-335,chr7:130496111-130496204[+],MEST,ENSG00000106484,ENSG00000270823,Intragenic,intron,exon
hsa-miR-29a,chr7:130876747-130876810[-],,,ENSG00000233559,Intragenic,,intron
hsa-miR-29b-1,chr7:130877459-130877539[-],,,ENSG00000233559,Intragenic,,intron
hsa-miR-3654,chr7:133034860-133034915[-],CHCHD3,ENSG00000106554,,Intragenic,intron,
hsa-miR-6133,chr7:133290881-133290988[+],EXOC4,ENSG00000131558,,Intragenic,intron,
hsa-miR-6509,chr7:135206994-135207078[-],WDR91,ENSG00000105875,ENSG00000231794,Intragenic,intron,intron
hsa-miR-490,chr7:136903167-136903294[+],CHRM2,ENSG00000181072,ENSG00000234352,Intragenic,intron,exon
hsa-miR-4468,chr7:138123758-138123821[+],,,,Intergenic,,
hsa-miR-6892,chr7:143382686-143382800[+],ZYX,ENSG00000159840,,Intragenic,intron,
hsa-miR-548f-4,chr7:147378017-147378121[-],CNTNAP2,ENSG00000174469,,Intragenic,intron,
hsa-miR-671,chr7:151238421-151238538[+],CHPF2,ENSG00000033100,,Intragenic,exon,
hsa-miR-3907,chr7:151433489-151433639[-],CRYGN,ENSG00000127377,ENSG00000241456,Intragenic,intron,intron
hsa-miR-153-2,chr7:157574336-157574422[-],PTPRN2,ENSG00000155093,,Intragenic,intron,
hsa-miR-595,chr7:158532718-158532813[-],PTPRN2,ENSG00000155093,,Intragenic,intron,
hsa-miR-5707,chr7:158591616-158591696[+],,,,Intergenic,,
hsa-miR-3674,chr8:1801125-1801192[+],CLN8,ENSG00000182372,,Intragenic,exon,
hsa-miR-596,chr8:1817231-1817307[+],KBTBD11-OT1,ENSG00000283239,,Intragenic,intron,
hsa-miR-7160,chr8:2076589-2076640[+],MYOM2,ENSG00000036448,,Intragenic,intron,
hsa-miR-8055,chr8:6622124-6622220[-],MCPH1,ENSG00000147316,ENSG00000249898,Intragenic,exon,intron
hsa-miR-4659a,chr8:6745164-6745244[+],AGPAT5,ENSG00000155189,,Intragenic,intron,
hsa-miR-4659b,chr8:6745168-6745240[-],AGPAT5,ENSG00000155189,,Intragenic,intron,
hsa-miR-548i-3,chr8:8088941-8089089[-],,,ENSG00000284606,Intragenic,,intron
hsa-miR-4660,chr8:9048445-9048518[+],ERI1,ENSG00000104626,,Intragenic,intron,
hsa-miR-597,chr8:9741672-9741768[+],TNKS,ENSG00000173273,,Intragenic,intron,
hsa-miR-124-1,chr8:9903388-9903472[-],,,ENSG00000253230,Intragenic,,exon
hsa-miR-4286,chr8:10666978-10667070[+],RP1L1,ENSG00000183638,,Intragenic,intron,
hsa-miR-1322,chr8:10825373-10825443[-],PINX1,ENSG00000254093,,Intragenic,intron,
hsa-miR-598,chr8:11035206-11035302[-],XKR6,ENSG00000171044,,Intragenic,intron,
hsa-miR-5692a-2,chr8:12719132-12719190[+],,,,Intergenic,,
hsa-miR-3926-1,chr8:12727232-12727304[-],LONRF1,ENSG00000154359,,Intragenic,intron,
hsa-miR-3926-2,chr8:12727237-12727299[+],LONRF1,ENSG00000154359,,Intragenic,intron,
hsa-miR-383,chr8:14853438-14853510[-],SGCZ,ENSG00000185053,,Intragenic,intron,
hsa-miR-548v,chr8:17681578-17681657[-],MTUS1,ENSG00000129422,,Intragenic,intron,
hsa-miR-6841,chr8:24953796-24953867[-],NEFL,ENSG00000277586,,Intragenic,intron,
hsa-miR-6876,chr8:25345402-25345474[+],DOCK5,ENSG00000147459,,Intragenic,intron,
hsa-miR-548h-4,chr8:27048853-27048963[-],,,,Intergenic,,
hsa-miR-6842,chr8:27433370-27433434[+],PTK2B,ENSG00000120899,,Intragenic,intron,
hsa-miR-6843,chr8:27610601-27610751[-],CLU,ENSG00000120885,,Intragenic,exon,
hsa-miR-3622b,chr8:27701673-27701767[-],,,,Intergenic,,
hsa-miR-3622a,chr8:27701677-27701759[+],,,,Intergenic,,
hsa-miR-4287,chr8:27886039-27886116[-],SCARA5,ENSG00000168079,,Intragenic,intron,
hsa-miR-4288,chr8:28505116-28505182[-],FZD3,ENSG00000104290,,Intragenic,intron,
hsa-miR-3148,chr8:29957272-29957348[-],,,,Intergenic,,
hsa-miR-548ao,chr8:41271048-41271143[-],SFRP1,ENSG00000104332,,Intragenic,intron,
hsa-miR-486-1,chr8:41660441-41660508[-],ANK1,ENSG00000029534,,Intragenic,intron,
hsa-miR-486-2,chr8:41660444-41660507[+],ANK1,ENSG00000029534,,Intragenic,intron,
hsa-miR-4469,chr8:42896197-42896275[-],RNF170,ENSG00000120925,,Intragenic,exon,
hsa-miR-4470,chr8:61714788-61714859[+],,,,Intergenic,,
hsa-miR-124-2,chr8:64379149-64379257[+],,,ENSG00000254377,Intragenic,,exon
hsa-miR-5681a,chr8:74548543-74548617[+],,,,Intergenic,,
hsa-miR-5681b,chr8:74548550-74548609[-],,,,Intergenic,,
hsa-miR-2052,chr8:74705693-74705747[+],,,ENSG00000254349,Intragenic,,intron
hsa-miR-3149,chr8:76966768-76966850[-],,,,Intergenic,,
hsa-miR-5708,chr8:80241389-80241473[+],,,,Intergenic,,
hsa-miR-4661,chr8:91205485-91205559[+],LRRC69,ENSG00000214954,,Intragenic,intron,
hsa-miR-8084,chr8:93029751-93029839[+],,,,Intergenic,,
hsa-miR-378d-2,chr8:93916022-93916119[-],PDP1,ENSG00000164951,ENSG00000264448,Intragenic,intron,intron
hsa-miR-3150b,chr8:95072911-95072996[-],NDUFAF6,ENSG00000156170,ENSG00000245080,Intragenic,intron,exon
hsa-miR-3150a,chr8:95072914-95072993[+],NDUFAF6,ENSG00000156170,ENSG00000245080,Intragenic,intron,exon
hsa-miR-599,chr8:99536636-99536730[-],VPS13B,ENSG00000132549,,Intragenic,intron,
hsa-miR-875,chr8:99536786-99536861[-],VPS13B,ENSG00000132549,,Intragenic,intron,
hsa-miR-4471,chr8:100382763-100382845[+],,,ENSG00000253824,Intragenic,,intron
hsa-miR-7705,chr8:100702968-100703024[-],PABPC1,ENSG00000070756,,Intragenic,exon,
hsa-miR-5680,chr8:102125432-102125515[+],,,,Intergenic,,
hsa-miR-3151,chr8:103154614-103154689[+],BAALC,ENSG00000164929,ENSG00000247081,Intragenic,intron,exon
hsa-miR-548a-3,chr8:104484369-104484465[-],,,,Intergenic,,
hsa-miR-2053,chr8:112643493-112643583[+],CSMD3,ENSG00000164796,,Intragenic,intron,
hsa-miR-3610,chr8:116874728-116874800[-],RAD21,ENSG00000164754,ENSG00000253327,Intragenic,exon,exon
hsa-miR-548az,chr8:119325171-119325265[+],,,,Intergenic,,
hsa-miR-4663,chr8:123215788-123215863[-],,,,Intergenic,,
hsa-miR-548d-1,chr8:123348034-123348130[-],ATAD2,ENSG00000156802,,Intragenic,intron,
hsa-miR-548aa-1,chr8:123348034-123348130[+],ATAD2,ENSG00000156802,,Intragenic,intron,
hsa-miR-548d-1,chr8:123348034-123348130[-],ATAD2,ENSG00000156802,,Intragenic,intron,
hsa-miR-6844,chr8:124508515-124508576[-],TATDN1,ENSG00000147687,,Intragenic,intron,
hsa-miR-4662b,chr8:124821978-124822058[-],,,ENSG00000255491,Intragenic,,intron
hsa-miR-4662a,chr8:124821985-124822051[+],,,ENSG00000255491,Intragenic,,intron
hsa-miR-1204,chr8:127795962-127796028[+],,,ENSG00000249859,Intragenic,,exon
hsa-miR-1205,chr8:127960633-127960695[+],,,ENSG00000249859,Intragenic,,intron
hsa-miR-1206,chr8:128008898-128008956[+],,,ENSG00000249859,Intragenic,,exon
hsa-miR-1207,chr8:128049152-128049238[+],,,ENSG00000249859,Intragenic,,exon
hsa-miR-1208,chr8:128150116-128150188[+],,,ENSG00000249859,Intragenic,,intron
hsa-miR-3686,chr8:129484057-129484142[-],,,ENSG00000229140,Intragenic,,intron
hsa-miR-5194,chr8:130008334-130008453[-],CYRIB,ENSG00000153310,,Intragenic,intron,
hsa-miR-7848,chr8:133046481-133046581[-],SLA,ENSG00000155926,,Intragenic,intron,
hsa-miR-30b,chr8:134800520-134800607[-],,,,Intergenic,,
hsa-miR-30d,chr8:134804876-134804945[-],,,,Intergenic,,
hsa-miR-151a,chr8:140732564-140732653[-],PTK2,ENSG00000169398,,Intragenic,intron,
hsa-miR-1302-7,chr8:141786242-141786313[-],,,,Intergenic,,
hsa-miR-4472-1,chr8:142176339-142176418[+],,,ENSG00000287332,Intragenic,,intron
hsa-miR-4664,chr8:143733083-143733153[-],FAM83H,ENSG00000180921,,Intragenic,intron,
hsa-miR-937,chr8:143812957-143813042[-],SCRIB,ENSG00000180900,,Intragenic,exon,
hsa-miR-6845,chr8:143837756-143837816[-],NRBP2,ENSG00000185189,,Intragenic,exon,
hsa-miR-661,chr8:143945191-143945279[-],PLEC,ENSG00000178209,,Intragenic,intron,
hsa-miR-6846,chr8:144057321-144057380[-],OPLAH,ENSG00000178814,,Intragenic,intron,
hsa-miR-6847,chr8:144079874-144079942[+],EXOSC4,ENSG00000178896,,Intragenic,exon,
hsa-miR-7112,chr8:144262673-144262737[-],BOP1,ENSG00000261236,,Intragenic,exon,
hsa-miR-6848,chr8:144317246-144317315[-],DGAT1,ENSG00000185000,,Intragenic,exon,
hsa-miR-939,chr8:144394149-144394230[-],CPSF1,ENSG00000071894,,Intragenic,exon,
hsa-miR-1234,chr8:144400086-144400165[-],CPSF1,ENSG00000071894,,Intragenic,exon,
hsa-miR-6849,chr8:144400277-144400345[-],CPSF1,ENSG00000071894,,Intragenic,exon,
hsa-miR-6893,chr8:144435551-144435619[-],TONSL,ENSG00000160949,,Intragenic,intron,
hsa-miR-6850,chr8:144791931-144791991[-],RPL8,ENSG00000161016,,Intragenic,exon,
hsa-miR-1302-9,chr9:30144-30281[+],WASHC1,ENSG00000181404,ENSG00000227518,Intragenic,intron,exon
hsa-miR-101-2,chr9:4850297-4850375[+],RCL1,ENSG00000120158,ENSG00000228165,Intragenic,intron,intron
hsa-miR-4665,chr9:6007826-6007904[+],KIAA2026,ENSG00000183354,,Intragenic,intron,
hsa-miR-3152,chr9:18573306-18573379[+],ADAMTSL1,ENSG00000178031,,Intragenic,intron,
hsa-miR-4473,chr9:20411148-20411238[-],MLLT3,ENSG00000171843,,Intragenic,intron,
hsa-miR-4474,chr9:20502265-20502342[-],MLLT3,ENSG00000171843,,Intragenic,intron,
hsa-miR-491,chr9:20716105-20716188[+],FOCAD,ENSG00000188352,,Intragenic,intron,
hsa-miR-31,chr9:21512115-21512185[-],,,ENSG00000171889,Intragenic,,intron
hsa-miR-876,chr9:28863626-28863706[-],LINGO2,ENSG00000174482,,Intragenic,intron,
hsa-miR-873,chr9:28888879-28888955[-],LINGO2,ENSG00000174482,,Intragenic,intron,
hsa-miR-6851,chr9:33467869-33467935[-],NOL6,ENSG00000165271,,Intragenic,intron,
hsa-miR-4667,chr9:35608094-35608159[+],TESK1,ENSG00000107140,,Intragenic,intron,
hsa-miR-6852,chr9:35710676-35710741[-],TLN1,ENSG00000137076,,Intragenic,exon,
hsa-miR-6853,chr9:35732922-35732995[+],CREB3,ENSG00000107175,,Intragenic,intron,
hsa-miR-4475,chr9:36823539-36823599[-],,,ENSG00000287514,Intragenic,,intron
hsa-miR-4540,chr9:36864254-36864308[-],PAX5,ENSG00000196092,,Intragenic,intron,
hsa-miR-4476,chr9:36893462-36893531[-],PAX5,ENSG00000196092,,Intragenic,intron,
hsa-miR-1299,chr9:40929010-40929092[-],,,,Intergenic,,
hsa-miR-4477a,chr9:41233755-41233835[+],,,,Intergenic,,
hsa-miR-4477b,chr9:63819574-63819654[+],,,,Intergenic,,
hsa-miR-204,chr9:70809975-70810084[-],TRPM3,ENSG00000083067,,Intragenic,intron,
hsa-miR-7-1,chr9:83969748-83969857[-],HNRNPK,ENSG00000165119,,Intragenic,exon,
hsa-miR-4289,chr9:88745836-88745905[-],,,ENSG00000286414,Intragenic,,intron
hsa-miR-3153,chr9:89312225-89312306[+],CKS2,ENSG00000123975,,Intragenic,intron,
hsa-miR-4290,chr9:90023441-90023535[-],,,ENSG00000227555,Intragenic,,intron
hsa-miR-3910-1,chr9:91636251-91636361[+],ROR2,ENSG00000169071,,Intragenic,intron,
hsa-miR-3910-2,chr9:91636264-91636345[-],ROR2,ENSG00000169071,,Intragenic,intron,
hsa-miR-3651,chr9:92292458-92292547[-],IARS1,ENSG00000196305,,Intragenic,intron,
hsa-miR-4670,chr9:92527984-92528058[-],ECM2,ENSG00000106823,,Intragenic,intron,
hsa-miR-548au,chr9:93594841-93594894[+],PHF2,ENSG00000197724,,Intragenic,intron,
hsa-miR-4291,chr9:93819357-93819421[+],,,ENSG00000231990,Intragenic,,intron
hsa-let-7a-1,chr9:94175957-94176036[+],,,ENSG00000269929,Intragenic,,exon
hsa-let-7f-1,chr9:94176347-94176433[+],,,ENSG00000269929,Intragenic,,exon
hsa-let-7d,chr9:94178834-94178920[+],,,ENSG00000269929,Intragenic,,exon
hsa-miR-2278,chr9:94809962-94810057[+],AOPEP,ENSG00000148120,,Intragenic,intron,
hsa-miR-6081,chr9:95065350-95065446[+],AOPEP,ENSG00000148120,,Intragenic,intron,
hsa-miR-23b,chr9:95085208-95085304[+],AOPEP,ENSG00000148120,,Intragenic,intron,
hsa-miR-27b,chr9:95085445-95085541[+],AOPEP,ENSG00000148120,,Intragenic,intron,
hsa-miR-3074,chr9:95086014-95086094[-],AOPEP,ENSG00000148120,,Intragenic,exon,
hsa-miR-24-1,chr9:95086021-95086088[+],AOPEP,ENSG00000148120,,Intragenic,exon,
hsa-miR-1302-8,chr9:97363554-97363681[-],CCDC180,ENSG00000197816,ENSG00000255036,Intragenic,intron,intron
hsa-miR-6854,chr9:98229149-98229217[-],TBC1D2,ENSG00000095383,,Intragenic,intron,
hsa-miR-8081,chr9:106600928-106601022[+],,,ENSG00000234323,Intragenic,,exon
hsa-miR-32,chr9:109046229-109046298[-],TMEM245,ENSG00000106771,,Intragenic,intron,
hsa-miR-3927,chr9:109511475-109511545[-],PALM2AKAP2,ENSG00000157654,,Intragenic,intron,
hsa-miR-7702,chr9:111271156-111271214[-],,,ENSG00000227531,Intragenic,,intron
hsa-miR-4668,chr9:111932100-111932169[+],UGCG,ENSG00000148154,,Intragenic,intron,
hsa-miR-455,chr9:114209434-114209529[+],COL27A1,ENSG00000196739,,Intragenic,intron,
hsa-miR-147a,chr9:120244979-120245050[-],,,,Intergenic,,
hsa-miR-4478,chr9:122120082-122120167[-],,,,Intergenic,,
hsa-miR-600,chr9:123111546-123111643[-],STRBP,ENSG00000165209,ENSG00000236901,Intragenic,intron,exon
hsa-miR-601,chr9:123402525-123402603[-],DENND1A,ENSG00000119522,,Intragenic,intron,
hsa-miR-7150,chr9:123485529-123485622[-],DENND1A,ENSG00000119522,,Intragenic,intron,
hsa-miR-181a-2,chr9:124692442-124692551[+],NR6A1,ENSG00000148200,ENSG00000224020,Intragenic,intron,intron
hsa-miR-181b-2,chr9:124693710-124693798[+],NR6A1,ENSG00000148200,ENSG00000224020,Intragenic,intron,intron
hsa-miR-3911,chr9:127690687-127690795[-],PTRH1,ENSG00000187024,ENSG00000279571,Intragenic,intron,intron
hsa-miR-3960,chr9:127785833-127785923[+],CDK9,ENSG00000136807,,Intragenic,intron,
hsa-miR-2861,chr9:127785918-127786007[+],CDK9,ENSG00000136807,,Intragenic,intron,
hsa-miR-4672,chr9:127869415-127869495[-],AK1,ENSG00000106992,,Intragenic,intron,
hsa-miR-199b,chr9:128244721-128244830[-],DNM1,ENSG00000106976,,Intragenic,intron,
hsa-miR-3154,chr9:128244947-128245030[-],DNM1,ENSG00000106976,,Intragenic,intron,
hsa-miR-219a-2,chr9:128392618-128392714[-],,,ENSG00000207955,Intragenic,,intron
hsa-miR-219b,chr9:128392621-128392708[+],,,ENSG00000207955,Intragenic,,intron
hsa-miR-6855,chr9:129869605-129869671[+],USP20,ENSG00000136878,,Intragenic,intron,
hsa-miR-6856,chr9:130626297-130626363[+],FUBP3,ENSG00000107164,,Intragenic,intron,
hsa-miR-548aw,chr9:132945707-132945771[+],GFI1B,ENSG00000165702,,Intragenic,intron,
hsa-miR-6877,chr9:133051996-133052059[+],GTF3C5,ENSG00000148308,,Intragenic,intron,
hsa-miR-4669,chr9:134379411-134379472[+],RXRA,ENSG00000186350,,Intragenic,intron,
hsa-miR-3689c,chr9:134849298-134849369[-],,,,Intergenic,,
hsa-miR-3689a,chr9:134849487-134849564[-],,,,Intergenic,,
hsa-miR-3689d-1,chr9:134849609-134849682[-],,,,Intergenic,,
hsa-miR-3689b,chr9:134850125-134850272[-],,,,Intergenic,,
hsa-miR-3689d-2,chr9:134850277-134850356[-],,,,Intergenic,,
hsa-miR-3689e,chr9:134850570-134850641[-],,,,Intergenic,,
hsa-miR-3689f,chr9:134850742-134850807[-],,,,Intergenic,,
hsa-miR-4673,chr9:136519568-136519626[-],NOTCH1,ENSG00000148400,,Intragenic,intron,
hsa-miR-4674,chr9:136546173-136546259[-],,,ENSG00000237886,Intragenic,,exon
hsa-miR-126,chr9:136670602-136670686[+],EGFL7,ENSG00000172889,,Intragenic,intron,
hsa-miR-6722,chr9:136746893-136746970[-],LCN6,ENSG00000267206,,Intragenic,intron,
hsa-miR-4292,chr9:136830957-136831023[+],RABL6,ENSG00000196642,,Intragenic,intron,
hsa-miR-4479,chr9:136886733-136886803[+],TRAF2,ENSG00000127191,,Intragenic,intron,
hsa-miR-3621,chr9:137169186-137169270[-],LRRC26,ENSG00000184709,,Intragenic,intron,
hsa-miR-7114,chr9:137450026-137450086[-],NSMF,ENSG00000165802,,Intragenic,intron,
hsa-miR-602,chr9:137838419-137838516[+],EHMT1,ENSG00000181090,,Intragenic,intron,
hsa-miR-3690-2,chrX:1293918-1293992[+],CSF2RA,ENSG00000198223,,Intragenic,intron,
hsa-miR-6089-2,chrX:2609191-2609254[+],,,ENSG00000289007,Intragenic,,exon
hsa-miR-4770,chrX:6383906-6383963[-],,,,Intergenic,,
hsa-miR-4767,chrX:7147860-7147937[+],PUDP,ENSG00000130021,,Intragenic,intron,
hsa-miR-651,chrX:8126965-8127061[+],,,ENSG00000285679,Intragenic,,intron
hsa-miR-548ax,chrX:11318614-11318686[-],ARHGAP6,ENSG00000047648,,Intragenic,intron,
hsa-miR-6086,chrX:13590292-13590346[+],EGFL6,ENSG00000198759,,Intragenic,intron,
hsa-miR-548am,chrX:16627012-16627085[-],CTPS2,ENSG00000047230,,Intragenic,intron,
hsa-miR-4768,chrX:17425881-17425954[+],NHS,ENSG00000188158,,Intragenic,intron,
hsa-miR-23c,chrX:20017088-20017187[-],MAP7D2,ENSG00000184368,,Intragenic,intron,
hsa-miR-6134,chrX:28495555-28495663[-],,,,Intergenic,,
hsa-miR-4666b,chrX:29574278-29574358[+],IL1RAPL1,ENSG00000169306,,Intragenic,intron,
hsa-miR-3915,chrX:32583656-32583752[-],DMD,ENSG00000198947,,Intragenic,intron,
hsa-miR-548f-5,chrX:32641474-32641559[-],DMD,ENSG00000198947,,Intragenic,intron,
hsa-miR-548aj-2,chrX:38023895-38023986[-],SYTL5,ENSG00000147041,,Intragenic,intron,
