miRNet_id,miRBase_acc,miRNA_ID,epi_regulator,epi_modification,miRNA_expression,PMID,epi_target,Disease,Disease_MESH_ID,Disease_DOID_ID,Disease_categories,Disease_main_type,Disease_sub_type
mirnet-hsaepi-0448,MI0000091,hsa-mir-33a,HDACs,Histone Acetylation,DOWN,20073067,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-0449,MI0000268,hsa-mir-34a,HDACs,Histone Acetylation,DOWN,20073067,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-0450,MI0000449,hsa-mir-132,HDACs,Histone Acetylation,DOWN,20073067,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-0451,MI0000478,hsa-mir-149,HDACs,Histone Acetylation,DOWN,20073067,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-0452,MI0000273,hsa-mir-183,HDACs,Histone Acetylation,DOWN,20073067,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-0453,MI0000484,hsa-mir-188,HDACs,Histone Acetylation,DOWN,20073067,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-0454,MI0000234,hsa-mir-192,HDACs,Histone Acetylation,DOWN,20073067,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-0455,MI0003137,hsa-mir-193b,HDACs,Histone Acetylation,DOWN,20073067,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-0456,MI0000488,hsa-mir-194-1,HDACs,Histone Acetylation,DOWN,20073067,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-0457,MI0000732,hsa-mir-194-2,HDACs,Histone Acetylation,DOWN,20073067,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-0458,MI0000283,hsa-mir-203a,HDACs,Histone Acetylation,DOWN,20073067,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-0459,MI0000291,hsa-mir-215,HDACs,Histone Acetylation,DOWN,20073067,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-0460,MI0000294,hsa-mir-218-1,HDACs,Histone Acetylation,DOWN,20073067,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-0461,MI0000295,hsa-mir-218-2,HDACs,Histone Acetylation,DOWN,20073067,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-0462,MI0000778,hsa-mir-370,HDACs,Histone Acetylation,DOWN,20073067,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-0463,MI0000783,hsa-mir-375,HDACs,Histone Acetylation,DOWN,20073067,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-0464,MI0000784,hsa-mir-376a-1,HDACs,Histone Acetylation,DOWN,20073067,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-0465,MI0003529,hsa-mir-376a-2,HDACs,Histone Acetylation,DOWN,20073067,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-0466,MI0001648,hsa-mir-449a,HDACs,Histone Acetylation,DOWN,20073067,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-0467,MI0003530,hsa-mir-487b,HDACs,Histone Acetylation,DOWN,20073067,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-0468,MI0003140,hsa-mir-512-1,HDACs,Histone Acetylation,DOWN,20073067,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-0469,MI0003141,hsa-mir-512-2,HDACs,Histone Acetylation,DOWN,20073067,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-0470,MI0003191,hsa-mir-513a-1,HDACs,Histone Acetylation,DOWN,20073067,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-0471,MI0003192,hsa-mir-513a-2,HDACs,Histone Acetylation,DOWN,20073067,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-0472,MI0003144,hsa-mir-515-1,HDACs,Histone Acetylation,DOWN,20073067,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-0473,MI0003147,hsa-mir-515-2,HDACs,Histone Acetylation,DOWN,20073067,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-0474,MI0003161,hsa-mir-517a,HDACs,Histone Acetylation,DOWN,20073067,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-0475,MI0003165,hsa-mir-517b,HDACs,Histone Acetylation,DOWN,20073067,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-0476,MI0003174,hsa-mir-517c,HDACs,Histone Acetylation,DOWN,20073067,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-0477,MI0003156,hsa-mir-518b,HDACs,Histone Acetylation,DOWN,20073067,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-0478,MI0003146,hsa-mir-520f,HDACs,Histone Acetylation,DOWN,20073067,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-0479,MI0003157,hsa-mir-526a-1,HDACs,Histone Acetylation,DOWN,20073067,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-0480,MI0003168,hsa-mir-526a-2,HDACs,Histone Acetylation,DOWN,20073067,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-0481,MI0003579,hsa-mir-572,HDACs,Histone Acetylation,DOWN,20073067,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-0482,MI0003614,hsa-mir-601,HDACs,Histone Acetylation,DOWN,20073067,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-0483,MI0003643,hsa-mir-629,HDACs,Histone Acetylation,DOWN,20073067,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-0484,MI0003644,hsa-mir-630,HDACs,Histone Acetylation,DOWN,20073067,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-0485,MI0003653,hsa-mir-638,HDACs,Histone Acetylation,DOWN,20073067,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-0486,MI0003672,hsa-mir-663a,HDACs,Histone Acetylation,DOWN,20073067,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-0487,MI0005116,hsa-mir-765,HDACs,Histone Acetylation,DOWN,20073067,,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-0488,MI0000287,hsa-mir-211,DNMTs,DNA Methylation,DOWN,20080834,,gastric carcinogenesis,D063646,,"Cancer, Digestive & Gastrointestinal Conditions",gastric carcinogenesis,
mirnet-hsaepi-0489,MI0003133,hsa-mir-432,DNMTs,DNA Methylation,DOWN,20080834,,gastric carcinogenesis,D063646,,"Cancer, Digestive & Gastrointestinal Conditions",gastric carcinogenesis,
mirnet-hsaepi-0490,MI0003135,hsa-mir-495,DNMTs,DNA Methylation,DOWN,20080834,,gastric carcinogenesis,D063646,,"Cancer, Digestive & Gastrointestinal Conditions",gastric carcinogenesis,
mirnet-hsaepi-0491,MI0000466,hsa-mir-9-1,DNMTs,DNA Methylation,DOWN,20080834,,gastric carcinogenesis,D063646,,"Cancer, Digestive & Gastrointestinal Conditions",gastric carcinogenesis,
mirnet-hsaepi-0492,MI0000467,hsa-mir-9-2,DNMTs,DNA Methylation,DOWN,20080834,,gastric carcinogenesis,D063646,,"Cancer, Digestive & Gastrointestinal Conditions",gastric carcinogenesis,
mirnet-hsaepi-0493,MI0000468,hsa-mir-9-3,DNMTs,DNA Methylation,DOWN,20080834,,gastric carcinogenesis,D063646,,"Cancer, Digestive & Gastrointestinal Conditions",gastric carcinogenesis,
mirnet-hsaepi-0494,MI0000271,hsa-mir-181c,DNMTs,DNA Methylation,UP,20080834,NOTCH4/KRAS,gastric carcinogenesis,D063646,,"Cancer, Digestive & Gastrointestinal Conditions",gastric carcinogenesis,
mirnet-hsaepi-0495,MI0000650,hsa-mir-200c,DNMTs,DNA Methylation,UP,20084174,,human cancer,"D006801,D009369,T016",DOID_162,Cancer,cancer,human
mirnet-hsaepi-0496,MI0000457,hsa-mir-141,DNMTs,DNA Methylation,UP,20084174,,human cancer,"D006801,D009369,T016",DOID_162,Cancer,cancer,human
mirnet-hsaepi-0497,MI0000650,hsa-mir-200c,,H3ac/H3K4me3/H3K9me2,DOWN,20084174,,human cancer,"D006801,D009369,T016",DOID_162,Cancer,cancer,human
mirnet-hsaepi-0498,MI0000457,hsa-mir-141,,H3ac/H3K4me3/H3K9me2,DOWN,20084174,,human cancer,"D006801,D009369,T016",DOID_162,Cancer,cancer,human
mirnet-hsaepi-0499,MI0000268,hsa-mir-34a,DNMTs,DNA Methylation,UP,20118199,,hematological malignancies,D019337,,"Cancer, Hematopoietic & Lymphatic Conditions",hematological malignancies,
mirnet-hsaepi-0500,MI0000268,hsa-mir-34a,,DNA Methylation,DOWN,20145172,,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
mirnet-hsaepi-0501,MI0000454,hsa-mir-137,,DNA Methylation,DOWN,20197299,,head and neck cancer,D006258,DOID_11934,Cancer,head and neck cancer,
mirnet-hsaepi-0502,MI0000473,hsa-mir-129-2,DNMTs,DNA Methylation,UP,20331975,SOX4,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0503,MI0000253,hsa-mir-148a,,DNA Methylation,DOWN,20431052,,pancreatic carcinogenesis,D063646,,"Cancer, Digestive & Gastrointestinal Conditions",pancreatic carcinogenesis,
mirnet-hsaepi-0504,MI0000060,hsa-let-7a-1,DNMTs,DNA Methylation,DOWN,20440510,c-Myc,nasopharyngeal carcinoma,D000077274,DOID_9261,"Cancer, Eyes/Nose/Ears",carcinoma,nasopharyngeal
mirnet-hsaepi-0505,MI0000481,hsa-mir-184,MBD1,DNA Methylation,DOWN,20452318,Numblike (Numbl),neural stem cell,D058953,CL_0000034,Cells,stem cells,neural
mirnet-hsaepi-0506,MI0000481,hsa-mir-184,MBD1,H3K4me3/H3K9ac,DOWN,20452318,Numblike (Numbl),neural stem cell,D058953,CL_0000034,Cells,stem cells,neural
mirnet-hsaepi-0507,MI0000737,hsa-mir-200a,,DNA Methylation,DOWN,20473948,TWIST1(promoter),bladder cancer,D001749,DOID_11054,"Cancer, Genitourinary Conditions",bladder cancer,
mirnet-hsaepi-0508,MI0000285,hsa-mir-205,,DNA Methylation,DOWN,20473948,TWIST1(promoter),bladder cancer,D001749,DOID_11054,"Cancer, Genitourinary Conditions",bladder cancer,
mirnet-hsaepi-0509,MI0001150,hsa-mir-196b,,DNA Methylation,DOWN,20494936,,acute lymphoblastic leukemia,D054198,DOID_9952,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,acute lymphoblastic
mirnet-hsaepi-0510,MI0000737,hsa-mir-200a,DNMTs,DNA Methylation,UP,20551052,SIP1,pancreatic cancer,D010190,DOID_1793,"Cancer, Digestive & Gastrointestinal Conditions",pancreatic cancer,
mirnet-hsaepi-0511,MI0000342,hsa-mir-200b,DNMTs,DNA Methylation,UP,20551052,SIP1,pancreatic cancer,D010190,DOID_1793,"Cancer, Digestive & Gastrointestinal Conditions",pancreatic cancer,
mirnet-hsaepi-0512,MI0000342,hsa-mir-200b,,DNA Methylation,DOWN,20574809,,neuroblastoma,D009447,DOID_769,"Cancer, Neurological Conditions",neuroblastoma,
mirnet-hsaepi-0513,MIMAT0000422,hsa-mir-124-3p,DNMTs,DNA Methylation,UP,20579385,IGFBP7,cervical cancer,D002583,DOID_4362,Cancer,cervical cancer,
mirnet-hsaepi-0514,MI0000461,hsa-mir-145,,DNA Methylation,DOWN,20588276,TNFSF10,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
mirnet-hsaepi-0515,MI0000060,hsa-let-7a-1,HDAC1/HDAC2,H3ac/H4ac/H3K4me3,UP,20652617,HMGA2,human cord blood-derived multipotent stem cell,"D005312,D006801,D039902,T016","CL_0000034,UBERON_0000178","Other/Unclassified/Multisystem, Hematopoietic & Lymphatic Conditions, Cells",stem cells,human cord blood-derived multipotent
mirnet-hsaepi-0516,MI0000065,hsa-let-7d,HDAC1/HDAC2,H3ac/H4ac/H3K4me3,UP,20652617,HMGA2,human cord blood-derived multipotent stem cell,"D005312,D006801,D039902,T016","CL_0000034,UBERON_0000178","Other/Unclassified/Multisystem, Hematopoietic & Lymphatic Conditions, Cells",stem cells,human cord blood-derived multipotent
mirnet-hsaepi-0517,MI0000067,hsa-let-7f-1,HDAC1/HDAC2,H3ac/H4ac/H3K4me3,UP,20652617,HMGA2,human cord blood-derived multipotent stem cell,"D005312,D006801,D039902,T016","CL_0000034,UBERON_0000178","Other/Unclassified/Multisystem, Hematopoietic & Lymphatic Conditions, Cells",stem cells,human cord blood-derived multipotent
mirnet-hsaepi-0518,MI0000079,hsa-mir-23a,HDAC1/HDAC2,H3ac/H4ac/H3K4me3,UP,20652617,HMGA2,human cord blood-derived multipotent stem cell,"D005312,D006801,D039902,T016","CL_0000034,UBERON_0000178","Other/Unclassified/Multisystem, Hematopoietic & Lymphatic Conditions, Cells",stem cells,human cord blood-derived multipotent
mirnet-hsaepi-0519,MIMAT0000082,hsa-mir-26a-5p,HDAC1/HDAC2,H3ac/H4ac/H3K4me3,UP,20652617,HMGA2,human cord blood-derived multipotent stem cell,"D005312,D006801,D039902,T016","CL_0000034,UBERON_0000178","Other/Unclassified/Multisystem, Hematopoietic & Lymphatic Conditions, Cells",stem cells,human cord blood-derived multipotent
mirnet-hsaepi-0520,MI0000088,hsa-mir-30a,HDAC1/HDAC2,H3ac/H4ac/H3K4me3,UP,20652617,HMGA2,human cord blood-derived multipotent stem cell,"D005312,D006801,D039902,T016","CL_0000034,UBERON_0000178","Other/Unclassified/Multisystem, Hematopoietic & Lymphatic Conditions, Cells",stem cells,human cord blood-derived multipotent
mirnet-hsaepi-0521,MIMAT0001629,hsa-mir-329,EZH2,H3K9me3/H3K27me3,UP,20652617,4-Oct,human cord blood-derived multipotent stem cell,"D005312,D006801,D039902,T016","CL_0000034,UBERON_0000178","Other/Unclassified/Multisystem, Hematopoietic & Lymphatic Conditions, Cells",stem cells,human cord blood-derived multipotent
mirnet-hsaepi-0522,MI0001150,hsa-mir-196b,DNMTs,DNA Methylation,UP,20662076,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0523,MI0000466,hsa-mir-9-1,,DNA Methylation,DOWN,20676129,,clear cell renal cell carcinoma,D002292,DOID_4467,"Cancer, Genitourinary Conditions, Cells",carcinoma,clear cell renal cell
mirnet-hsaepi-0524,MI0000468,hsa-mir-9-3,,DNA Methylation,DOWN,20676129,,clear cell renal cell carcinoma,D002292,DOID_4467,"Cancer, Genitourinary Conditions, Cells",carcinoma,clear cell renal cell
mirnet-hsaepi-0525,MI0000650,hsa-mir-200c,DNMTs,DNA Methylation,UP,20682048,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
mirnet-hsaepi-0526,MI0000457,hsa-mir-141,DNMTs,DNA Methylation,UP,20682048,,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
mirnet-hsaepi-0527,MI0000454,hsa-mir-137,DNMTs,DNA Methylation,UP,20682795,LSD1,colorectal carcinogenesis,D063646,,Cancer,colorectal carcinogenesis,
mirnet-hsaepi-0528,MI0000650,hsa-mir-200c,DNMTs,DNA Methylation,UP,20696752,E-cadherin,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
mirnet-hsaepi-0529,MI0000062,hsa-let-7a-3,,DNA Methylation,DOWN,20848182,IGF,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
mirnet-hsaepi-0530,MIMAT0000433,hsa-mir-142-5p,DNMTs,DNA Methylation,DOWN,20924086,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0531,MI0000487,hsa-mir-193a,DNMTs,DNA Methylation,DOWN,20924086,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0532,MI0000489,hsa-mir-195,DNMTs,DNA Methylation,DOWN,20924086,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0533,MIMAT0000226,hsa-mir-196a-5p,DNMTs,DNA Methylation,DOWN,20924086,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0534,MI0000742,hsa-mir-34b,DNMTs,DNA Methylation,DOWN,20924086,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0535,MI0000743,hsa-mir-34c,DNMTs,DNA Methylation,DOWN,20924086,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0536,MI0000783,hsa-mir-375,DNMTs,DNA Methylation,DOWN,20924086,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0537,MI0003142,hsa-mir-498,DNMTs,DNA Methylation,DOWN,20924086,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0538,MIMAT0002823,hsa-mir-512-3p,DNMTs,DNA Methylation,DOWN,20924086,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0539,MIMAT0002822,hsa-mir-512-5p,DNMTs,DNA Methylation,DOWN,20924086,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0540,MIMAT0002827,hsa-mir-515-3p,DNMTs,DNA Methylation,DOWN,20924086,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0541,MIMAT0002826,hsa-mir-515-5p,DNMTs,DNA Methylation,DOWN,20924086,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0542,MIMAT0002860,hsa-mir-516b-3p,DNMTs,DNA Methylation,DOWN,20924086,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0543,MIMAT0002859,hsa-mir-516b-5p,DNMTs,DNA Methylation,DOWN,20924086,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0544,MI0003161,hsa-mir-517a,DNMTs,DNA Methylation,DOWN,20924086,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0545,MI0003165,hsa-mir-517b,DNMTs,DNA Methylation,DOWN,20924086,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0546,MI0003174,hsa-mir-517c,DNMTs,DNA Methylation,DOWN,20924086,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0547,MIMAT0002863,hsa-mir-518a-3p,DNMTs,DNA Methylation,DOWN,20924086,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0548,MI0003156,hsa-mir-518b,DNMTs,DNA Methylation,DOWN,20924086,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0549,MI0003159,hsa-mir-518c,DNMTs,DNA Methylation,DOWN,20924086,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0550,MI0003171,hsa-mir-518d,DNMTs,DNA Methylation,DOWN,20924086,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0551,MI0003169,hsa-mir-518e,DNMTs,DNA Methylation,DOWN,20924086,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0552,MI0003154,hsa-mir-518f,DNMTs,DNA Methylation,DOWN,20924086,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0553,MI0003151,hsa-mir-519b,DNMTs,DNA Methylation,DOWN,20924086,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0554,MI0003148,hsa-mir-519c,DNMTs,DNA Methylation,DOWN,20924086,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0555,MI0003162,hsa-mir-519d,DNMTs,DNA Methylation,DOWN,20924086,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0556,MI0003145,hsa-mir-519e,DNMTs,DNA Methylation,DOWN,20924086,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0557,MI0003149,hsa-mir-520a,DNMTs,DNA Methylation,DOWN,20924086,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0558,MI0003155,hsa-mir-520b,DNMTs,DNA Methylation,DOWN,20924086,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0559,MI0003158,hsa-mir-520c,DNMTs,DNA Methylation,DOWN,20924086,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0560,MI0003164,hsa-mir-520d,DNMTs,DNA Methylation,DOWN,20924086,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0561,MI0003143,hsa-mir-520e,DNMTs,DNA Methylation,DOWN,20924086,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0562,MI0003146,hsa-mir-520f,DNMTs,DNA Methylation,DOWN,20924086,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0563,MI0003166,hsa-mir-520g,DNMTs,DNA Methylation,DOWN,20924086,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0564,MI0003175,hsa-mir-520h,DNMTs,DNA Methylation,DOWN,20924086,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0565,MIMAT0002854,hsa-mir-521,DNMTs,DNA Methylation,DOWN,20924086,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0566,MI0003177,hsa-mir-522,DNMTs,DNA Methylation,DOWN,20924086,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0567,MI0003153,hsa-mir-523,DNMTs,DNA Methylation,DOWN,20924086,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
mirnet-hsaepi-0568,MI0003160,hsa-mir-524,DNMTs,DNA Methylation,DOWN,20924086,,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
