miRNA_ID,miRNA_expression,Disease,Disease_MESH_ID,Disease_DOID_ID,Disease_categories,Disease_main_type,Disease_sub_type
hsa-mir-17-5p,DOWN,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
hsa-mir-17-5p,DOWN,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
hsa-mir-17-5p,UP,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
hsa-mir-17-5p,UP,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
hsa-mir-17-5p,UP,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-mir-17-5p,UP,pancreatic adenocarcinoma,D000230,DOID_4074,"Cancer, Digestive & Gastrointestinal Conditions",adenocarcinoma,pancreatic
hsa-mir-17-5p,UP,pancreatic cancer,D010190,DOID_1793,"Cancer, Digestive & Gastrointestinal Conditions",pancreatic cancer,
hsa-mir-17-5p,UP,pancreatic cancer,D010190,DOID_1793,"Cancer, Digestive & Gastrointestinal Conditions",pancreatic cancer,
hsa-mir-17-5p,UP,pancreatic cancer,D010190,DOID_1793,"Cancer, Digestive & Gastrointestinal Conditions",pancreatic cancer,
hsa-mir-17-5p,UP,pituitary carcinoma,D010911,DOID_4916,"Cancer, Endocrine and Metabolic Conditions",carcinoma,pituitary
hsa-mir-181a,DOWN,acute myeloid leukemia,D015470,DOID_9119,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,acute myeloid
hsa-mir-181a,UP,acute myeloid leukemia,D015470,DOID_9119,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,acute myeloid
hsa-mir-181a,UP,acute promyelocytic leukemia,D015473,DOID_0060318,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,acute promyelocytic
hsa-mir-181a,UP,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-181a,DOWN,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-181a,UP,cervical cancer,D002583,DOID_4362,Cancer,cervical cancer,
hsa-mir-181a,DOWN,cervical cancer,D002583,DOID_4362,Cancer,cervical cancer,
hsa-mir-181a,DOWN,cervical cancer,D002583,DOID_4362,Cancer,cervical cancer,
hsa-mir-181a,UP,chondrosarcoma,D002813,DOID_3371,"Cancer, Musculoskeletal Conditions",chondrosarcoma,
hsa-mir-181a,DOWN,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
hsa-mir-181a,DOWN,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
hsa-mir-181a,UP,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-mir-181a,UP,colon cancer,D003110,DOID_219,"Cancer, Digestive & Gastrointestinal Conditions",colon cancer,
hsa-mir-181a,UP,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-181a,UP,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-181a,UP,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-181a,UP,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-181a,UP,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-181a,DOWN,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-181a,DOWN,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-mir-181a,DOWN,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-mir-181a,DOWN,glioma,D005910,,Cancer,glioma,
hsa-mir-181a,UP,glioma,D005910,,Cancer,glioma,
hsa-mir-181a,DOWN,glioma,D005910,,Cancer,glioma,
hsa-mir-181a,DOWN,glioma,D005910,,Cancer,glioma,
hsa-mir-181a,UP,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-181a,UP,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-181a,UP,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-181a,DOWN,laryngeal cancer,D007822,DOID_162,Cancer,laryngeal cancer,
hsa-mir-181a,DOWN,laryngeal squamous cell carcinoma,D000077195,DOID_2876,"Cancer, Integumentary System, Cells",carcinoma,laryngeal squamous cell
hsa-mir-181a,DOWN,malignant melanoma,D008545,DOID_1909,"Cancer, Integumentary System",melanoma,malignant
hsa-mir-181a,UP,neuroblastoma,D009447,DOID_769,"Cancer, Neurological Conditions",neuroblastoma,
hsa-mir-181a,DOWN,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
hsa-mir-181a,DOWN,oral squamous cell carcinoma,D000077195,DOID_0050866,"Cancer, Integumentary System, Teeth and Mouth Conditions, Cells",carcinoma,oral squamous cell
hsa-mir-181a,UP,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
hsa-mir-181a,UP,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
hsa-mir-181a,UP,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
hsa-mir-181a,UP,pancreatic cancer,D010190,DOID_1793,"Cancer, Digestive & Gastrointestinal Conditions",pancreatic cancer,
hsa-mir-181a,UP,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
hsa-mir-181a,UP,renal clear cell carcinoma,"D002277,D002477,T025",DOID_4467,"Cancer, Genitourinary Conditions, Cells",carcinoma,renal clear cell
hsa-mir-181a,UP,thyroid cancer,D013964,DOID_1781,"Cancer, Endocrine and Metabolic Conditions",thyroid cancer,
hsa-mir-181a-1,DOWN,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-mir-181a-1,DOWN,glioma,D005910,,Cancer,glioma,
hsa-mir-181a-1,UP,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-181a-1,DOWN,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
hsa-mir-181a-1,DOWN,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-mir-181a-1,UP,papillary thyroid carcinoma,D000077273,DOID_3969,"Cancer, Endocrine and Metabolic Conditions",carcinoma,papillary thyroid
hsa-mir-181a-1,UP,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
hsa-mir-181a-2,DOWN,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-mir-181a-2,DOWN,glioma,D005910,,Cancer,glioma,
hsa-mir-181a-2,UP,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-181a-2,DOWN,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
hsa-mir-181a-2,DOWN,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-mir-181a-2,UP,papillary thyroid carcinoma,D000077273,DOID_3969,"Cancer, Endocrine and Metabolic Conditions",carcinoma,papillary thyroid
hsa-mir-181a-2,UP,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
hsa-mir-181a-2*,UP,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-181a-5p,UP,cervical cancer,D002583,DOID_4362,Cancer,cervical cancer,
hsa-mir-181a-5p,DOWN,cervical cancer,D002583,DOID_4362,Cancer,cervical cancer,
hsa-mir-181a-5p,UP,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-181a-5p,DOWN,endometrial cancer,D016889,DOID_1380,"Cancer, Genitourinary Conditions",endometrial cancer,
hsa-mir-181a-5p,UP,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-181a-5p,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-181a-5p,DOWN,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-181a-5p,DOWN,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
hsa-mir-181a-5p,DOWN,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
hsa-mir-181b,UP,acute myeloid leukemia,D015470,DOID_9119,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,acute myeloid
hsa-mir-181b,UP,acute promyelocytic leukemia,D015473,DOID_0060318,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,acute promyelocytic
hsa-mir-181b,UP,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-181b,UP,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-181b,UP,cervical cancer,D002583,DOID_4362,Cancer,cervical cancer,
hsa-mir-181b,DOWN,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
hsa-mir-181b,DOWN,chronic lymphocytic leukemia,D015451,DOID_1040,"Cancer, Hematopoietic & Lymphatic Conditions",leukemia,chronic lymphocytic
hsa-mir-181b,DOWN,gastric adenocarcinoma,D000230,DOID_3717,"Cancer, Digestive & Gastrointestinal Conditions",adenocarcinoma,gastric
hsa-mir-181b,DOWN,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-181b,DOWN,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-mir-181b,DOWN,glioma,D005910,,Cancer,glioma,
hsa-mir-181b,DOWN,glioma,D005910,,Cancer,glioma,
hsa-mir-181b,DOWN,glioma,D005910,,Cancer,glioma,
hsa-mir-181b,DOWN,glioma,D005910,,Cancer,glioma,
hsa-mir-181b,DOWN,glioma,D005910,,Cancer,glioma,
hsa-mir-181b,UP,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-181b,UP,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-181b,DOWN,lung cancer,D008175,DOID_1324,"Cancer, Respiratory Conditions",lung cancer,
hsa-mir-181b,UP,neuroblastoma,D009447,DOID_769,"Cancer, Neurological Conditions",neuroblastoma,
hsa-mir-181b,DOWN,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
hsa-mir-181b,DOWN,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
hsa-mir-181b,UP,oral squamous cell carcinoma,D000077195,DOID_0050866,"Cancer, Integumentary System, Teeth and Mouth Conditions, Cells",carcinoma,oral squamous cell
hsa-mir-181b,UP,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
hsa-mir-181b,UP,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
hsa-mir-181b,UP,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-mir-181b,UP,papillary thyroid carcinoma,D000077273,DOID_3969,"Cancer, Endocrine and Metabolic Conditions",carcinoma,papillary thyroid
hsa-mir-181b,UP,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
hsa-mir-181b,UP,retinoblastoma,D012175,DOID_768,"Cancer, Eyes/Nose/Ears",retinoblastoma,
hsa-mir-181b-1,DOWN,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-mir-181b-1,DOWN,glioma,D005910,,Cancer,glioma,
hsa-mir-181b-1,UP,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-181b-1,DOWN,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
hsa-mir-181b-1,DOWN,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-mir-181b-1,UP,papillary thyroid carcinoma,D000077273,DOID_3969,"Cancer, Endocrine and Metabolic Conditions",carcinoma,papillary thyroid
hsa-mir-181b-1,UP,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
hsa-mir-181b-2,DOWN,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-mir-181b-2,DOWN,glioma,D005910,,Cancer,glioma,
hsa-mir-181b-2,UP,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-181b-2,DOWN,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
hsa-mir-181b-2,DOWN,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-mir-181b-2,UP,papillary thyroid carcinoma,D000077273,DOID_3969,"Cancer, Endocrine and Metabolic Conditions",carcinoma,papillary thyroid
hsa-mir-181b-2,UP,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
hsa-mir-181b-3p,UP,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-181b-5p,DOWN,astrocytoma,D001254,,Cancer,astrocytoma,
hsa-mir-181b-5p,UP,squamous carcinoma,D002294,DOID_1749,"Cancer, Integumentary System",carcinoma,squamous
hsa-mir-181c,UP,basal cell carcinoma,D002280,DOID_2513,"Cancer, Integumentary System, Cells",carcinoma,basal cell
hsa-mir-181c,UP,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-181c,DOWN,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-mir-181c,DOWN,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-mir-181c,DOWN,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-mir-181c,DOWN,glioma,D005910,,Cancer,glioma,
hsa-mir-181c,UP,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-181c,DOWN,medulloblastoma,D008527,DOID_0050902,Cancer,medulloblastoma,
hsa-mir-181c,DOWN,neuroblastoma,D009447,DOID_769,"Cancer, Neurological Conditions",neuroblastoma,
hsa-mir-181c,DOWN,neuroblastoma,D009447,DOID_769,"Cancer, Neurological Conditions",neuroblastoma,
hsa-mir-181c,DOWN,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
hsa-mir-181c,UP,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
hsa-mir-181c,UP,osteosarcoma,D012516,DOID_3347,"Cancer, Musculoskeletal Conditions",osteosarcoma,
hsa-mir-181c,DOWN,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-mir-181c,DOWN,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-mir-181c,UP,pancreatic cancer,D010190,DOID_1793,"Cancer, Digestive & Gastrointestinal Conditions",pancreatic cancer,
hsa-mir-181c,UP,papillary thyroid carcinoma,D000077273,DOID_3969,"Cancer, Endocrine and Metabolic Conditions",carcinoma,papillary thyroid
hsa-mir-181c,UP,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
hsa-mir-181c*,UP,basal cell carcinoma,D002280,DOID_2513,"Cancer, Integumentary System, Cells",carcinoma,basal cell
hsa-mir-181c-5p,UP,pancreatic cancer,D010190,DOID_1793,"Cancer, Digestive & Gastrointestinal Conditions",pancreatic cancer,
hsa-mir-181d,UP,basal cell carcinoma,D002280,DOID_2513,"Cancer, Integumentary System, Cells",carcinoma,basal cell
hsa-mir-181d,DOWN,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-181d,DOWN,esophageal squamous cell carcinoma,D000077277,DOID_1749,"Cancer, Digestive & Gastrointestinal Conditions, Integumentary System, Cells",carcinoma,esophageal squamous cell
hsa-mir-181d,UP,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-181d,DOWN,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-mir-181d,DOWN,glioma,D005910,,Cancer,glioma,
hsa-mir-181d,DOWN,glioma,D005910,,Cancer,glioma,
hsa-mir-181d,UP,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-181d,UP,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-181d,DOWN,medulloblastoma,D008527,DOID_0050902,Cancer,medulloblastoma,
hsa-mir-181d,DOWN,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
hsa-mir-181d,DOWN,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-mir-181d,UP,papillary thyroid carcinoma,D000077273,DOID_3969,"Cancer, Endocrine and Metabolic Conditions",carcinoma,papillary thyroid
hsa-mir-181d,UP,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
hsa-mir-181d-5p,DOWN,non-small cell lung cancer,D055752,"CL_0000000,DOID_1324","Cancer, Respiratory Conditions, Cells",non-small cell lung cancer,
hsa-mir-182,UP,basal cell carcinoma,D002280,DOID_2513,"Cancer, Integumentary System, Cells",carcinoma,basal cell
hsa-mir-182,UP,bladder cancer,D001749,DOID_11054,"Cancer, Genitourinary Conditions",bladder cancer,
hsa-mir-182,UP,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-182,UP,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-182,UP,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-182,UP,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-182,UP,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-mir-182,UP,cervical cancer,D002583,DOID_4362,Cancer,cervical cancer,
hsa-mir-182,UP,colorectal adenocarcinoma,D000230,DOID_0050861,Cancer,adenocarcinoma,colorectal
hsa-mir-182,UP,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-182,UP,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-182,UP,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-182,UP,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-182,UP,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-182,UP,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-182,UP,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-182,UP,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-mir-182,UP,colorectal carcinoma,D015179,DOID_0080199,Cancer,carcinoma,colorectal
hsa-mir-182,UP,endometrial cancer,D016889,DOID_1380,"Cancer, Genitourinary Conditions",endometrial cancer,
hsa-mir-182,UP,gallbladder carcinoma,"D002277,D005704",DOID_4948,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,gallbladder
hsa-mir-182,DOWN,gastric adenocarcinoma,D000230,DOID_3717,"Cancer, Digestive & Gastrointestinal Conditions",adenocarcinoma,gastric
hsa-mir-182,DOWN,gastric cancer,D013274,DOID_10534,"Cancer, Digestive & Gastrointestinal Conditions",gastric cancer,
hsa-mir-182,UP,glioma,D005910,,Cancer,glioma,
hsa-mir-182,UP,glioma,D005910,,Cancer,glioma,
hsa-mir-182,UP,head and neck squamous cell carcinoma,D000077195,DOID_5520,"Cancer, Integumentary System, Cells",carcinoma,head and neck squamous cell
hsa-mir-182,UP,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-182,UP,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-182,UP,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-182,UP,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-182,UP,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-182,UP,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-mir-182,UP,lung cancer,D008175,DOID_1324,"Cancer, Respiratory Conditions",lung cancer,
hsa-mir-182,UP,lung cancer,D008175,DOID_1324,"Cancer, Respiratory Conditions",lung cancer,
hsa-mir-182,DOWN,lung cancer,D008175,DOID_1324,"Cancer, Respiratory Conditions",lung cancer,
hsa-mir-182,UP,lung cancer,D008175,DOID_1324,"Cancer, Respiratory Conditions",lung cancer,
hsa-mir-182,UP,malignant melanoma,D008545,DOID_1909,"Cancer, Integumentary System",melanoma,malignant
hsa-mir-182,UP,malignant melanoma,D008545,DOID_1909,"Cancer, Integumentary System",melanoma,malignant
