miRNA_ID,miRBase_acc,TSS_position,TSS_score,TSS_CAGE,TSS_tag,TSS_DNase,TSS_H3K4me3,TSS_Pol II
hsa-mir-3615,MI0016005,chr17:74638353-74638653[+],724,YES,YES,YES,YES,YES
hsa-mir-3615,MI0016005,chr17:74644653-74645353[+],803,NO,YES,YES,YES,YES
hsa-mir-3615,MI0016005,chr17:74648213-74648613[+],899,YES,YES,YES,YES,YES
hsa-mir-3616,MI0016006,chr20:47000287-47000447[+],883,NO,YES,YES,NO,NO
hsa-mir-3616,MI0016006,chr20:47026047-47026167[+],0.8,NO,NO,YES,NO,NO
hsa-mir-3616,MI0016006,chr20:47050707-47050927[+],849,NO,NO,YES,NO,NO
hsa-mir-3617,MI0016007,chr20:45871300-45871400[-],751,NO,NO,YES,NO,NO
hsa-mir-3617,MI0016007,chr20:45879080-45879220[-],745,YES,YES,YES,NO,NO
hsa-mir-3617,MI0016007,chr20:45883960-45884120[-],709,NO,YES,YES,NO,NO
hsa-mir-3617,MI0016007,chr20:45891540-45893340[-],0.85,YES,YES,YES,YES,YES
hsa-mir-3618,MI0016008,chr22:19886846-19887206[+],775,YES,YES,YES,YES,YES
hsa-mir-3618,MI0016008,chr22:19900286-19900426[+],735,NO,NO,YES,NO,NO
hsa-mir-3618,MI0016008,chr22:19913526-19913686[+],736,NO,NO,YES,NO,NO
hsa-mir-3618,MI0016008,chr22:19915746-19917866[+],803,YES,YES,YES,YES,YES
hsa-mir-3618,MI0016008,chr22:19920586-19923006[+],0.79,YES,YES,YES,YES,YES
hsa-mir-3618,MI0016008,chr22:19924326-19924466[+],737,NO,YES,YES,NO,NO
hsa-mir-3618,MI0016008,chr22:19933466-19933646[+],728,NO,YES,YES,NO,NO
hsa-mir-3618,MI0016008,chr22:19978946-19981646[+],842,YES,YES,YES,YES,YES
hsa-mir-3619,MI0016009,chr22:45894984-45895144[+],744,NO,NO,YES,NO,NO
hsa-mir-3619,MI0016009,chr22:45896604-45896664[+],708,NO,NO,YES,NO,NO
hsa-mir-3619,MI0016009,chr22:45897504-45897684[+],782,NO,YES,YES,NO,NO
hsa-mir-3619,MI0016009,chr22:45901824-45901844[+],0.7,NO,NO,YES,NO,NO
hsa-mir-3619,MI0016009,chr22:45906484-45908144[+],734,NO,YES,YES,YES,NO
hsa-mir-3619,MI0016009,chr22:45913264-45914744[+],782,NO,YES,YES,YES,YES
hsa-mir-3619,MI0016009,chr22:45926664-45927944[+],0.74,NO,YES,YES,YES,NO
hsa-mir-3619,MI0016009,chr22:45934644-45936904[+],794,YES,YES,YES,YES,YES
hsa-mir-3619,MI0016009,chr22:45943204-45946404[+],726,YES,YES,YES,YES,NO
hsa-mir-3619,MI0016009,chr22:45947904-45948464[+],726,YES,YES,YES,YES,NO
hsa-mir-3619,MI0016009,chr22:45952304-45959524[+],718,YES,YES,YES,YES,NO
hsa-mir-3619,MI0016009,chr22:45961844-45970684[+],708,YES,YES,YES,YES,NO
hsa-mir-3619,MI0016009,chr22:45971224-45972684[+],763,YES,YES,YES,YES,NO
hsa-mir-3619,MI0016009,chr22:45974344-45975064[+],0.7,NO,YES,YES,YES,NO
hsa-mir-3619,MI0016009,chr22:45976964-45977704[+],701,NO,YES,YES,YES,NO
hsa-mir-3619,MI0016009,chr22:45978784-45980984[+],704,YES,YES,YES,YES,NO
hsa-mir-3619,MI0016009,chr22:45981984-45982024[+],0.7,YES,YES,YES,YES,NO
hsa-mir-3619,MI0016009,chr22:45985004-45986944[+],729,YES,YES,YES,YES,NO
hsa-mir-3619,MI0016009,chr22:45987924-45989464[+],0.72,NO,YES,YES,YES,NO
hsa-mir-3619,MI0016009,chr22:45990344-45991044[+],725,NO,YES,YES,YES,NO
hsa-mir-362,MI0000762,chrX:49819644-49819824[+],759,NO,NO,YES,NO,NO
hsa-mir-362,MI0000762,chrX:49822144-49823724[+],882,YES,YES,YES,YES,YES
hsa-mir-3620,MI0016011,chr1:227899563-227899583[+],701,NO,NO,YES,NO,NO
hsa-mir-3620,MI0016011,chr1:227981403-227985343[+],0.78,YES,YES,YES,YES,YES
hsa-mir-3620,MI0016011,chr1:227987463-227987663[+],719,YES,YES,YES,YES,NO
hsa-mir-3621,MI0016012,chr9:137300950-137301390[-],707,YES,YES,YES,YES,YES
hsa-mir-3621,MI0016012,chr9:137341070-137341750[-],801,YES,YES,YES,YES,YES
hsa-mir-3622a,MI0016013,chr8:27514397-27515037[+],791,YES,YES,YES,YES,YES
hsa-mir-3622a,MI0016013,chr8:27573377-27573477[+],715,YES,YES,YES,NO,NO
hsa-mir-3622b,MI0016014,chr8:27827347-27827467[-],0.72,NO,NO,YES,NO,NO
hsa-mir-3622b,MI0016014,chr8:27871447-27875307[-],813,YES,YES,YES,YES,YES
hsa-mir-363,MI0000764,chrX:134270412-134274152[-],794,YES,YES,YES,YES,NO
hsa-mir-363,MI0000764,chrX:134274752-134275212[-],709,YES,YES,NO,YES,NO
hsa-mir-363,MI0000764,chrX:134335632-134338212[-],813,YES,YES,YES,YES,NO
hsa-mir-363,MI0000764,chrX:134339292-134339312[-],712,NO,NO,NO,YES,NO
hsa-mir-363,MI0000764,chrX:134344232-134344332[-],733,NO,YES,NO,NO,NO
hsa-mir-3646,MI0016046,chr20:44209640-44211640[+],777,YES,YES,YES,YES,YES
hsa-mir-3646,MI0016046,chr20:44226200-44227100[+],733,NO,NO,NO,YES,YES
hsa-mir-3646,MI0016046,chr20:44228000-44228380[+],711,NO,NO,NO,YES,YES
hsa-mir-3646,MI0016046,chr20:44254920-44254940[+],717,YES,YES,NO,NO,YES
hsa-mir-3646,MI0016046,chr20:44255560-44255920[+],829,YES,YES,NO,NO,YES
hsa-mir-3646,MI0016046,chr20:44257780-44258020[+],714,YES,YES,YES,NO,NO
hsa-mir-3646,MI0016046,chr20:44284440-44284700[+],726,YES,YES,YES,NO,NO
hsa-mir-3646,MI0016046,chr20:44288600-44288780[+],727,NO,YES,YES,NO,NO
hsa-mir-3646,MI0016046,chr20:44292380-44292500[+],703,NO,NO,NO,NO,YES
hsa-mir-3646,MI0016046,chr20:44293140-44293680[+],728,NO,YES,NO,NO,YES
hsa-mir-3646,MI0016046,chr20:44294320-44294760[+],725,YES,YES,NO,NO,YES
hsa-mir-3646,MI0016046,chr20:44300360-44300480[+],702,YES,YES,NO,NO,YES
hsa-mir-3646,MI0016046,chr20:44301120-44301600[+],744,YES,YES,NO,NO,YES
hsa-mir-3646,MI0016046,chr20:44302640-44303000[+],733,NO,NO,NO,NO,YES
hsa-mir-3648-1,MI0016048,chr21:8886619-8886999[+],899,YES,YES,NO,NO,NO
hsa-mir-3649,MI0016049,chr12:1760380-1762320[-],799,YES,YES,YES,YES,YES
hsa-mir-3649,MI0016049,chr12:1769100-1769360[-],737,YES,YES,YES,NO,YES
hsa-mir-3649,MI0016049,chr12:1790180-1793440[-],0.79,YES,YES,YES,YES,YES
hsa-mir-3650,MI0016050,chr5:38657561-38658261[-],845,YES,YES,YES,YES,YES
hsa-mir-3650,MI0016050,chr5:38676541-38676601[-],706,NO,NO,YES,NO,NO
hsa-mir-3650,MI0016050,chr5:38682741-38683321[-],759,NO,NO,NO,YES,NO
hsa-mir-3650,MI0016050,chr5:38701561-38701701[-],723,NO,NO,YES,NO,NO
hsa-mir-3650,MI0016050,chr5:38745641-38745741[-],733,NO,NO,YES,NO,NO
hsa-mir-3651,MI0016051,chr9:92392647-92394707[-],831,YES,YES,YES,YES,YES
hsa-mir-3651,MI0016051,chr9:92424367-92426647[-],789,YES,YES,YES,YES,YES
hsa-mir-3652,MI0016052,chr12:103830405-103830425[+],885,YES,YES,YES,YES,YES
hsa-mir-3654,MI0016054,chr7:133135915-133135955[-],707,YES,YES,NO,NO,NO
hsa-mir-3654,MI0016054,chr7:133161475-133161575[-],711,YES,YES,YES,NO,NO
hsa-mir-3654,MI0016054,chr7:133180675-133182315[-],841,YES,YES,YES,YES,YES
hsa-mir-3655,MI0016055,chr5:140455944-140458224[+],795,YES,YES,YES,YES,YES
hsa-mir-3655,MI0016055,chr5:140462964-140465744[+],765,YES,YES,YES,YES,YES
hsa-mir-3655,MI0016055,chr5:140471264-140471404[+],723,NO,NO,YES,NO,NO
hsa-mir-3655,MI0016055,chr5:140475504-140475624[+],0.72,NO,NO,YES,NO,NO
hsa-mir-3655,MI0016055,chr5:140496924-140498304[+],708,YES,YES,NO,YES,NO
hsa-mir-3655,MI0016055,chr5:140509224-140509304[+],0.71,YES,YES,YES,NO,NO
hsa-mir-3655,MI0016055,chr5:140530804-140533664[+],722,YES,YES,YES,YES,NO
hsa-mir-3655,MI0016055,chr5:140535144-140535244[+],743,NO,YES,YES,NO,NO
hsa-mir-3655,MI0016055,chr5:140538684-140540264[+],0.85,YES,YES,YES,YES,YES
hsa-mir-3655,MI0016055,chr5:140546304-140547844[+],796,YES,YES,YES,YES,YES
hsa-mir-3657,MI0016057,chr12:112206935-112209895[-],768,YES,YES,YES,YES,YES
hsa-mir-3657,MI0016057,chr12:112216255-112217175[-],754,NO,NO,YES,YES,YES
hsa-mir-3657,MI0016057,chr12:112221895-112222175[-],0.72,NO,YES,YES,NO,NO
hsa-mir-3657,MI0016057,chr12:112225155-112226915[-],866,YES,YES,YES,YES,YES
hsa-mir-3657,MI0016057,chr12:112230335-112231055[-],716,YES,YES,NO,YES,NO
hsa-mir-3658,MI0016058,chr1:165719461-165719701[+],711,NO,YES,NO,NO,NO
hsa-mir-3658,MI0016058,chr1:165726941-165729681[+],0.86,YES,YES,YES,YES,YES
hsa-mir-3658,MI0016058,chr1:165758441-165758621[+],0.75,NO,NO,YES,NO,NO
hsa-mir-3658,MI0016058,chr1:165771461-165771701[+],745,NO,YES,YES,NO,NO
hsa-mir-3658,MI0016058,chr1:165790281-165790341[+],703,NO,YES,NO,NO,NO
hsa-mir-3658,MI0016058,chr1:165795501-165795741[+],0.72,YES,YES,NO,NO,NO
hsa-mir-3658,MI0016058,chr1:165798201-165798341[+],703,NO,YES,NO,NO,NO
hsa-mir-3658,MI0016058,chr1:165807781-165807841[+],702,YES,YES,NO,NO,NO
hsa-mir-3659,MI0016060,chr1:37890331-37890791[+],856,YES,YES,YES,YES,YES
hsa-mir-3659,MI0016060,chr1:37895571-37896591[+],747,YES,YES,YES,YES,NO
hsa-mir-3659,MI0016060,chr1:37899751-37899771[+],702,YES,YES,YES,NO,NO
hsa-mir-3659,MI0016060,chr1:37900911-37901011[+],703,NO,YES,YES,NO,NO
hsa-mir-3659,MI0016060,chr1:37903691-37905771[+],716,YES,YES,YES,YES,YES
hsa-mir-3659,MI0016060,chr1:37906311-37906431[+],721,YES,YES,YES,YES,YES
hsa-mir-3659,MI0016060,chr1:37912211-37914031[+],798,YES,YES,YES,YES,YES
hsa-mir-3659,MI0016060,chr1:37930311-37930451[+],711,NO,NO,YES,NO,NO
hsa-mir-3659,MI0016060,chr1:37944051-37945851[+],0.72,YES,YES,YES,YES,NO
hsa-mir-3659,MI0016060,chr1:37946871-37948131[+],782,YES,NO,YES,YES,NO
hsa-mir-3659,MI0016060,chr1:37984911-37984971[+],713,NO,NO,YES,NO,NO
hsa-mir-365a,MI0000767,chr16:14184645-14187105[+],846,YES,YES,YES,YES,YES
hsa-mir-365a,MI0000767,chr16:14199405-14199845[+],0.73,NO,NO,YES,YES,YES
hsa-mir-365a,MI0000767,chr16:14200805-14205625[+],817,YES,YES,YES,YES,YES
hsa-mir-365a,MI0000767,chr16:14208025-14208105[+],754,NO,YES,YES,NO,NO
hsa-mir-365b,MI0000769,chr17:31387071-31389331[+],844,YES,YES,YES,YES,YES
hsa-mir-365b,MI0000769,chr17:31393251-31393491[+],727,NO,NO,YES,NO,NO
hsa-mir-365b,MI0000769,chr17:31398151-31398611[+],716,NO,NO,NO,NO,YES
hsa-mir-365b,MI0000769,chr17:31399951-31400571[+],749,YES,YES,YES,YES,NO
hsa-mir-365b,MI0000769,chr17:31410371-31410551[+],748,NO,YES,YES,NO,NO
hsa-mir-365b,MI0000769,chr17:31425471-31425631[+],758,NO,YES,YES,NO,NO
hsa-mir-365b,MI0000769,chr17:31428671-31428771[+],701,NO,YES,NO,NO,NO
hsa-mir-365b,MI0000769,chr17:31448751-31450911[+],811,NO,YES,YES,YES,YES
hsa-mir-365b,MI0000769,chr17:31458471-31460671[+],759,YES,YES,YES,YES,YES
hsa-mir-365b,MI0000769,chr17:31471191-31471671[+],731,YES,YES,YES,NO,NO
hsa-mir-3660,MI0016061,chr5:90196960-90196980[-],934,NO,YES,NO,NO,NO
hsa-mir-3661,MI0016062,chr5:134076257-134077917[+],824,YES,YES,YES,YES,YES
hsa-mir-3661,MI0016062,chr5:134125717-134125757[+],707,YES,YES,YES,YES,YES
hsa-mir-3662,MI0016063,chr6:135097432-135097452[-],701,NO,YES,NO,NO,NO
hsa-mir-3662,MI0016063,chr6:135124792-135127392[-],714,NO,YES,NO,YES,NO
hsa-mir-3662,MI0016063,chr6:135153692-135155532[-],845,YES,YES,YES,YES,YES
hsa-mir-3663,MI0016064,chr10:117267774-117268614[-],0.81,YES,YES,YES,YES,NO
hsa-mir-3663,MI0016064,chr10:117273814-117273834[-],706,NO,NO,YES,YES,NO
hsa-mir-3663,MI0016064,chr10:117274454-117276154[-],855,NO,YES,YES,YES,NO
hsa-mir-3663,MI0016064,chr10:117277274-117277294[-],708,NO,NO,YES,YES,NO
hsa-mir-3663,MI0016064,chr10:117315434-117317634[-],782,NO,YES,YES,YES,NO
hsa-mir-3663,MI0016064,chr10:117318734-117318754[-],702,NO,NO,NO,YES,NO
hsa-mir-3663,MI0016064,chr10:117340094-117340294[-],714,YES,YES,NO,YES,NO
hsa-mir-3663,MI0016064,chr10:117340914-117341894[-],796,YES,YES,NO,YES,NO
hsa-mir-3663,MI0016064,chr10:117342994-117343014[-],707,YES,YES,NO,YES,NO
hsa-mir-3664,MI0016065,chr11:70984428-70984648[-],755,NO,NO,YES,NO,NO
hsa-mir-3664,MI0016065,chr11:70985828-70986408[-],803,NO,YES,NO,YES,NO
hsa-mir-3664,MI0016065,chr11:71013468-71014188[-],788,NO,YES,NO,YES,NO
hsa-mir-3664,MI0016065,chr11:71031528-71031768[-],0.74,NO,YES,YES,NO,NO
hsa-mir-3664,MI0016065,chr11:71035048-71035248[-],709,YES,YES,NO,NO,NO
hsa-mir-3665,MI0016066,chr13:77798116-77801736[-],805,YES,YES,YES,YES,NO
hsa-mir-3665,MI0016066,chr13:77839456-77846116[-],739,YES,YES,NO,YES,NO
hsa-mir-3665,MI0016066,chr13:77847076-77848076[-],0.75,YES,YES,NO,YES,NO
hsa-mir-3665,MI0016066,chr13:77881356-77882356[-],709,YES,NO,YES,NO,NO
hsa-mir-3665,MI0016066,chr13:77884156-77884796[-],791,NO,NO,NO,YES,NO
hsa-mir-3666,MI0016067,chr7:114529885-114529925[+],924,NO,YES,NO,NO,NO
hsa-mir-3667,MI0016068,chr22:49675606-49675666[-],729,NO,YES,YES,NO,NO
hsa-mir-3667,MI0016068,chr22:49709666-49709746[-],703,NO,YES,YES,NO,NO
hsa-mir-3667,MI0016068,chr22:49713866-49713966[-],703,NO,YES,YES,NO,NO
hsa-mir-3667,MI0016068,chr22:49715126-49715426[-],704,NO,YES,YES,NO,NO
hsa-mir-3667,MI0016068,chr22:49716686-49716846[-],708,NO,YES,YES,NO,NO
hsa-mir-3667,MI0016068,chr22:49718046-49718126[-],703,NO,YES,YES,NO,NO
hsa-mir-3667,MI0016068,chr22:49718886-49718906[-],702,NO,YES,YES,NO,NO
hsa-mir-3667,MI0016068,chr22:49720166-49720346[-],706,NO,YES,YES,NO,NO
hsa-mir-3667,MI0016068,chr22:49721406-49721546[-],703,NO,YES,YES,NO,NO
hsa-mir-3667,MI0016068,chr22:49731946-49732786[-],811,NO,YES,YES,YES,NO
hsa-mir-367,MI0000775,chr4:112748561-112748921[-],743,YES,YES,NO,NO,NO
hsa-mir-367,MI0000775,chr4:112749501-112749721[-],717,YES,YES,NO,NO,NO
hsa-mir-367,MI0000775,chr4:112753021-112753081[-],726,YES,YES,NO,NO,NO
hsa-mir-367,MI0000775,chr4:112754921-112755041[-],727,NO,YES,NO,NO,NO
hsa-mir-367,MI0000775,chr4:112784981-112785101[-],728,NO,YES,NO,NO,NO
hsa-mir-367,MI0000775,chr4:112804061-112807421[-],837,YES,YES,YES,YES,NO
hsa-mir-367,MI0000775,chr4:112808501-112808521[-],706,NO,NO,NO,YES,NO
hsa-mir-367,MI0000775,chr4:112838521-112838741[-],731,YES,YES,NO,NO,NO
hsa-mir-3670-1,MI0016071,chr16:14723437-14725217[+],753,NO,NO,NO,NO,YES
hsa-mir-3670-1,MI0016071,chr16:14726137-14726157[+],736,NO,NO,NO,NO,YES
hsa-mir-3670-1,MI0016071,chr16:14732517-14733097[+],722,NO,YES,YES,NO,NO
hsa-mir-3670-1,MI0016071,chr16:14733617-14733997[+],808,NO,YES,YES,NO,NO
hsa-mir-3670-1,MI0016071,chr16:14734837-14734857[+],741,NO,NO,YES,NO,NO
hsa-mir-3670-1,MI0016071,chr16:14756657-14756877[+],752,NO,YES,NO,NO,NO
hsa-mir-3670-1,MI0016071,chr16:14757457-14757837[+],756,NO,YES,NO,NO,NO
hsa-mir-3670-1,MI0016071,chr16:14758697-14758757[+],751,NO,YES,NO,NO,NO
hsa-mir-3670-1,MI0016071,chr16:14773037-14774817[+],753,NO,YES,NO,NO,YES
hsa-mir-3670-1,MI0016071,chr16:14775737-14775757[+],736,NO,YES,NO,NO,YES
hsa-mir-3670-1,MI0016071,chr16:14795697-14795917[+],753,NO,YES,NO,NO,NO
hsa-mir-3670-1,MI0016071,chr16:16108190-16108370[+],717,NO,YES,NO,NO,NO
hsa-mir-3670-1,MI0016071,chr16:16121790-16123630[+],0.75,NO,YES,NO,NO,YES
hsa-mir-3670-1,MI0016071,chr16:16131210-16131230[+],703,NO,NO,NO,YES,YES
hsa-mir-3670-1,MI0016071,chr16:16132150-16132750[+],796,YES,YES,YES,YES,YES
hsa-mir-3670-1,MI0016071,chr16:16133830-16133870[+],706,NO,NO,NO,NO,YES
hsa-mir-3670-1,MI0016071,chr16:16154370-16154390[+],717,NO,YES,NO,NO,NO
hsa-mir-3670-1,MI0016071,chr16:16156130-16156190[+],717,NO,YES,NO,NO,NO
hsa-mir-3670-1,MI0016071,chr16:16157910-16160010[+],0.71,NO,NO,YES,NO,NO
hsa-mir-3670-1,MI0016071,chr16:16171450-16173130[+],0.73,NO,YES,NO,NO,YES
hsa-mir-3670-1,MI0016071,chr16:16174150-16174170[+],706,NO,YES,NO,NO,YES
hsa-mir-3670-1,MI0016071,chr16:18517522-18517542[-],906,NO,YES,NO,NO,NO
hsa-mir-3670-1,MI0016071,chr16:18632125-18632365[-],704,NO,YES,NO,NO,NO
hsa-mir-3670-1,MI0016071,chr16:18632965-18633405[-],713,NO,YES,NO,NO,NO
hsa-mir-3670-1,MI0016071,chr16:18634065-18634485[-],701,NO,YES,YES,NO,NO
hsa-mir-3670-1,MI0016071,chr16:18635485-18635745[-],738,NO,NO,YES,NO,NO
hsa-mir-3670-1,MI0016071,chr16:18638445-18638605[-],706,NO,YES,NO,NO,NO
hsa-mir-3670-1,MI0016071,chr16:18657805-18657845[-],705,NO,YES,NO,NO,NO
hsa-mir-3670-1,MI0016071,chr16:18660365-18662285[-],858,NO,YES,YES,YES,YES
hsa-mir-3670-1,MI0016071,chr16:18669405-18669905[-],702,NO,YES,NO,NO,YES
hsa-mir-3670-1,MI0016071,chr16:18670525-18671265[-],774,NO,YES,NO,NO,YES
hsa-mir-3671,MI0016072,chr1:65164222-65169402[-],787,YES,YES,YES,YES,YES
hsa-mir-3671,MI0016072,chr1:65214342-65215222[-],0.76,NO,NO,NO,YES,NO
hsa-mir-3671,MI0016072,chr1:65246822-65250722[-],778,YES,YES,YES,YES,NO
hsa-mir-3674,MI0016075,chr8:1635285-1635745[+],735,NO,NO,YES,YES,NO
hsa-mir-3674,MI0016075,chr8:1646265-1646425[+],754,YES,YES,YES,NO,NO
hsa-mir-3674,MI0016075,chr8:1655605-1655965[+],725,YES,YES,NO,NO,NO
hsa-mir-3674,MI0016075,chr8:1662345-1665145[+],836,YES,YES,YES,YES,YES
hsa-mir-3674,MI0016075,chr8:1681365-1681465[+],719,NO,YES,YES,NO,NO
hsa-mir-3674,MI0016075,chr8:1686625-1686765[+],0.72,NO,YES,YES,YES,NO
hsa-mir-3674,MI0016075,chr8:1687665-1688085[+],742,NO,YES,YES,YES,NO
hsa-mir-3675,MI0016076,chr1:16960101-16960321[-],705,NO,YES,NO,NO,NO
hsa-mir-3675,MI0016076,chr1:16972321-16973881[-],0.74,NO,YES,YES,YES,NO
hsa-mir-3675,MI0016076,chr1:16988441-16990021[-],804,YES,YES,YES,YES,NO
hsa-mir-3675,MI0016076,chr1:16994961-16997041[-],746,NO,YES,NO,YES,NO
hsa-mir-3675,MI0016076,chr1:17003161-17005661[-],755,YES,YES,YES,YES,YES
hsa-mir-3675,MI0016076,chr1:17012961-17015241[-],834,YES,YES,YES,YES,YES
hsa-mir-3675,MI0016076,chr1:17021541-17022201[-],717,YES,YES,YES,YES,NO
hsa-mir-3675,MI0016076,chr1:17051781-17051981[-],734,NO,YES,YES,NO,NO
hsa-mir-3677,MI0016078,chr16:2073193-2073493[+],794,NO,YES,NO,NO,NO
hsa-mir-3677,MI0016078,chr16:2094593-2096293[+],727,YES,YES,NO,YES,NO
hsa-mir-3677,MI0016078,chr16:2104633-2107113[+],756,YES,YES,YES,YES,YES
hsa-mir-3677,MI0016078,chr16:2112353-2114153[+],725,YES,YES,YES,YES,YES
hsa-mir-3677,MI0016078,chr16:2114733-2115753[+],826,YES,YES,YES,YES,YES
hsa-mir-3677,MI0016078,chr16:2123193-2124993[+],798,YES,YES,YES,YES,YES
hsa-mir-3677,MI0016078,chr16:2150073-2152033[+],744,YES,YES,YES,YES,YES
hsa-mir-3677,MI0016078,chr16:2166593-2170073[+],745,YES,YES,YES,YES,YES
hsa-mir-3678,MI0016079,chr17:75209189-75209429[+],722,NO,YES,YES,NO,YES
hsa-mir-3678,MI0016079,chr17:75223249-75223309[+],717,NO,YES,YES,NO,NO
hsa-mir-3678,MI0016079,chr17:75293789-75295089[+],817,YES,YES,YES,YES,YES
hsa-mir-3678,MI0016079,chr17:75305409-75306069[+],849,YES,YES,YES,YES,YES
hsa-mir-3679,MI0016080,chr2:133981405-133981525[+],719,NO,NO,YES,NO,NO
hsa-mir-3679,MI0016080,chr2:134018365-134018505[+],0.74,NO,NO,YES,YES,NO
hsa-mir-3679,MI0016080,chr2:134019485-134021985[+],871,YES,YES,YES,YES,YES
hsa-mir-3680-1,MI0016081,chr16:21606895-21607455[-],758,NO,YES,YES,YES,NO
hsa-mir-3680-1,MI0016081,chr16:21609575-21610355[-],742,NO,YES,YES,YES,NO
hsa-mir-3680-1,MI0016081,chr16:21611615-21611835[-],732,NO,YES,YES,NO,YES
hsa-mir-3680-1,MI0016081,chr16:21612755-21614635[-],733,NO,YES,YES,YES,YES
hsa-mir-3680-1,MI0016081,chr16:21615575-21619475[-],757,YES,YES,YES,YES,YES
hsa-mir-3680-1,MI0016081,chr16:21620095-21621995[-],831,YES,YES,YES,YES,YES
hsa-mir-3680-1,MI0016081,chr16:21623215-21623255[-],701,NO,NO,NO,YES,YES
hsa-mir-3680-1,MI0016081,chr16:21623895-21624415[-],726,NO,NO,NO,NO,YES
hsa-mir-3680-1,MI0016081,chr16:21651335-21651355[-],701,NO,NO,NO,NO,YES
hsa-mir-3680-1,MI0016081,chr16:21652015-21652535[-],712,NO,NO,NO,NO,YES
hsa-mir-3680-1,MI0016081,chr16:21654555-21655355[-],781,NO,NO,YES,YES,YES
hsa-mir-3680-1,MI0016081,chr16:21656715-21657355[-],719,NO,YES,YES,NO,NO
hsa-mir-3680-1,MI0016081,chr16:21697115-21697235[-],701,YES,YES,NO,NO,NO
hsa-mir-3680-1,MI0016081,chr16:21698475-21701595[-],806,YES,YES,YES,YES,YES
hsa-mir-3680-1,MI0016081,chr16:21704215-21704415[-],702,YES,YES,NO,NO,NO
hsa-mir-3680-1,MI0016081,chr16:29700725-29700985[-],725,NO,YES,NO,NO,NO
hsa-mir-3680-1,MI0016081,chr16:29704645-29705225[-],721,NO,YES,NO,NO,YES
hsa-mir-3680-1,MI0016081,chr16:29705745-29706325[-],755,NO,YES,NO,NO,YES
hsa-mir-3680-1,MI0016081,chr16:29707345-29707365[-],713,NO,NO,NO,NO,YES
hsa-mir-3680-1,MI0016081,chr16:29710265-29714165[-],771,YES,YES,YES,YES,YES
hsa-mir-3680-1,MI0016081,chr16:29714845-29715245[-],812,NO,YES,YES,YES,YES
hsa-mir-3680-1,MI0016081,chr16:29744585-29745165[-],719,YES,YES,NO,NO,YES
hsa-mir-3680-1,MI0016081,chr16:29745705-29746265[-],778,YES,YES,NO,NO,YES
hsa-mir-3680-1,MI0016081,chr16:29747285-29747305[-],705,NO,NO,NO,NO,YES
hsa-mir-3680-1,MI0016081,chr16:29761945-29764265[-],724,YES,YES,NO,NO,NO
hsa-mir-3680-1,MI0016081,chr16:29765625-29766025[-],716,YES,YES,YES,YES,NO
hsa-mir-3680-1,MI0016081,chr16:29766705-29767245[-],776,YES,YES,YES,YES,NO
hsa-mir-3680-1,MI0016081,chr16:29768345-29768365[-],705,NO,YES,NO,YES,NO
hsa-mir-3680-1,MI0016081,chr16:29770225-29770805[-],729,NO,YES,NO,NO,NO
hsa-mir-3680-1,MI0016081,chr16:29773225-29775385[-],719,NO,YES,YES,NO,NO
hsa-mir-3680-1,MI0016081,chr16:29778085-29780225[-],0.76,YES,YES,YES,YES,YES
hsa-mir-3680-1,MI0016081,chr16:29783925-29784025[-],724,NO,YES,NO,NO,NO
hsa-mir-3680-1,MI0016081,chr16:29786165-29786205[-],723,NO,YES,NO,NO,NO
hsa-mir-3680-1,MI0016081,chr16:29789625-29792305[-],723,NO,YES,NO,NO,YES
hsa-mir-3680-1,MI0016081,chr16:29795005-29795345[-],725,NO,YES,NO,NO,NO
hsa-mir-3680-1,MI0016081,chr16:29796905-29797285[-],724,YES,YES,NO,NO,NO
hsa-mir-3680-1,MI0016081,chr16:29798085-29798145[-],717,YES,YES,NO,NO,NO
hsa-mir-3681,MI0016082,chr2:12006430-12006610[+],893,YES,YES,YES,NO,NO
hsa-mir-3681,MI0016082,chr2:12027910-12027970[+],703,NO,YES,NO,NO,NO
hsa-mir-3681,MI0016082,chr2:12069790-12069990[+],808,YES,NO,YES,NO,NO
hsa-mir-3681,MI0016082,chr2:12077170-12077750[+],746,NO,NO,YES,NO,NO
hsa-mir-3682,MI0016083,chr2:53949205-53949325[-],711,NO,YES,NO,NO,NO
hsa-mir-3682,MI0016083,chr2:53954065-53954525[-],719,NO,YES,NO,NO,NO
hsa-mir-3682,MI0016083,chr2:53956645-53956845[-],707,NO,YES,NO,YES,NO
hsa-mir-3682,MI0016083,chr2:53957485-53960725[-],849,YES,YES,YES,YES,NO
hsa-mir-3682,MI0016083,chr2:53971965-53972305[-],0.72,YES,YES,NO,NO,NO
hsa-mir-3682,MI0016083,chr2:53977205-53977345[-],712,YES,YES,NO,NO,NO
hsa-mir-3682,MI0016083,chr2:53981525-53981545[-],709,YES,YES,NO,NO,NO
hsa-mir-3682,MI0016083,chr2:53985745-53985805[-],0.71,NO,YES,NO,NO,NO
hsa-mir-3682,MI0016083,chr2:54003485-54003525[-],709,YES,YES,NO,NO,NO
hsa-mir-3682,MI0016083,chr2:54016905-54017065[-],711,YES,YES,NO,NO,NO
hsa-mir-3682,MI0016083,chr2:54025565-54025945[-],717,NO,YES,NO,NO,NO
hsa-mir-3683,MI0016084,chr7:7199605-7199745[-],892,NO,NO,YES,NO,NO
