miRNA_ID,miRBase_acc,precursor_miRNA_id,PMID,diagnostic_marker,prognostic_marker,tested_prognostic_outcome,Biomarker_sample_type,miRNA_expression,Cell_line,Disease,Disease_MESH_ID,Disease_DOID_ID,Disease_categories,Disease_main_type,Disease_sub_type
hsa-miR-192-5p,MIMAT0000222,hsa-mir-192,21372198,YES, , ,Serum,DOWN,,"lupus erythematosus, systemic",D008180,DOID_9074,"Immune and Autoimmune Conditions, Other/Unclassified/Multisystem",lupus erythematosus,systemic
hsa-miR-192-5p,MIMAT0000222,hsa-mir-192,21546856,YES, , ,Serum,UP,bowel,crohn disease,D003424,DOID_8778,Digestive & Gastrointestinal Conditions,crohn disease,
hsa-miR-192-5p,MIMAT0000222,hsa-mir-192,22105822,YES, , ,Plasma,UP,,"carcinoma, hepatocellular",D006528,DOID_305,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,hepatocellular
hsa-miR-192-5p,MIMAT0000222,hsa-mir-192,25131257,YES, , ,Serum,UP,liver,cholangiocarcinoma,D018281,DOID_4947,"Cancer, Digestive & Gastrointestinal Conditions",cholangiocarcinoma,
hsa-miR-192-5p,MIMAT0000222,hsa-mir-192,25131257, ,NEGATIVE,post-operative survival,Serum,UP,liver,cholangiocarcinoma,D018281,DOID_4947,"Cancer, Digestive & Gastrointestinal Conditions",cholangiocarcinoma,
hsa-miR-193b-3p,MIMAT0002819,hsa-mir-193b,25619197,YES, , ,Plasma,DOWN,heart,heart failure,D006333,SYMP_0000292,Cardiovascular Conditions,heart failure,
hsa-miR-193b-3p,MIMAT0002819,hsa-mir-193b,25619197,YES, , ,Plasma,DOWN,heart,heart failure,D006333,SYMP_0000292,Cardiovascular Conditions,heart failure,
hsa-miR-193b-3p,MIMAT0002819,hsa-mir-193b,25619197,YES, , ,Plasma,DOWN,heart,heart failure,D006333,SYMP_0000292,Cardiovascular Conditions,heart failure,
hsa-miR-193b-5p,MIMAT0004767,hsa-mir-193b,25619197,YES, , ,Plasma,DOWN,heart,heart failure,D006333,SYMP_0000292,Cardiovascular Conditions,heart failure,
hsa-miR-193b-5p,MIMAT0004767,hsa-mir-193b,25619197,YES, , ,Plasma,DOWN,heart,heart failure,D006333,SYMP_0000292,Cardiovascular Conditions,heart failure,
hsa-miR-195-5p,MIMAT0000461,hsa-mir-195,21546856, ,NEGATIVE,response to treatment,Serum,UP,bowel,crohn disease,D003424,DOID_8778,Digestive & Gastrointestinal Conditions,crohn disease,
hsa-miR-195-5p,MIMAT0000461,hsa-mir-195,21546856,YES, , ,Serum,UP,bowel,crohn disease,D003424,DOID_8778,Digestive & Gastrointestinal Conditions,crohn disease,
hsa-miR-195-5p,MIMAT0000461,hsa-mir-195,16251535, ,POSITIVE,aggresive disease course,Blood,UP,blood,"leukemia, lymphocytic, chronic, b-cell",D015451,"CL_0000236,DOID_1240","Cancer, Hematopoietic & Lymphatic Conditions, Cells",leukemia,chronic b-cell lymphocytic
hsa-miR-195-5p,MIMAT0000461,hsa-mir-195,21460253,YES, , ,Plasma,UP,,"leukemia, lymphocytic, chronic, b-cell",D015451,"CL_0000236,DOID_1240","Cancer, Hematopoietic & Lymphatic Conditions, Cells",leukemia,chronic b-cell lymphocytic
hsa-miR-195-5p,MIMAT0000461,hsa-mir-195,24282590, ,NEGATIVE,overall survival,Plasma,UP,,lung neoplasms,D008175,DOID_1324,"Cancer, Respiratory Conditions",neoplasm,lung
hsa-miR-195-5p,MIMAT0000461,hsa-mir-195,24901787,YES, , ,Plasma,UP,,osteoarthritis,D010003,DOID_8398,Musculoskeletal Conditions,osteoarthritis,
hsa-miR-195-5p,MIMAT0000461,hsa-mir-195,24282590, ,NEGATIVE,EGFR mutation status,Plasma,UP,,lung neoplasms,D008175,DOID_1324,"Cancer, Respiratory Conditions",neoplasm,lung
hsa-miR-196a-5p,MIMAT0000226,hsa-mir-196a-1|hsa-mir-196a-2,28466015,YES, , ,Plasma,UP,"pancreas head and neck, pancreas body and tail","carcinoma, pancreatic ductal",D021441,"DOID_305,UBERON_0007329","Cancer, Digestive & Gastrointestinal Conditions, Breast Conditions",carcinoma,pancreatic ductal
hsa-miR-196a-5p,MIMAT0000226,hsa-mir-196a-1|hsa-mir-196a-2,25485932,YES, , ,Plasma,UP,oral cavity,mouth neoplasms,D009062,UBERON_0000165,"Cancer, Teeth and Mouth Conditions",neoplasm,mouth
hsa-miR-196a-5p,MIMAT0000226,hsa-mir-196a-1|hsa-mir-196a-2,25485932,YES, , ,Plasma,UP,oral cavity,mouth neoplasms,D009062,UBERON_0000165,"Cancer, Teeth and Mouth Conditions",neoplasm,mouth
hsa-miR-196a-5p,MIMAT0000226,hsa-mir-196a-1|hsa-mir-196a-2,28466015, ,NEGATIVE,post-operative survival,Plasma,UP,"pancreas head and neck, pancreas body and tail","carcinoma, pancreatic ductal",D021441,"DOID_305,UBERON_0007329","Cancer, Digestive & Gastrointestinal Conditions, Breast Conditions",carcinoma,pancreatic ductal
hsa-miR-196b-5p,MIMAT0001080,hsa-mir-196b,25485932,YES, , ,Plasma,UP,oral cavity,mouth neoplasms,D009062,UBERON_0000165,"Cancer, Teeth and Mouth Conditions",neoplasm,mouth
hsa-miR-196b-5p,MIMAT0001080,hsa-mir-196b,25485932,YES, , ,Plasma,UP,oral cavity,mouth neoplasms,D009062,UBERON_0000165,"Cancer, Teeth and Mouth Conditions",neoplasm,mouth
hsa-miR-197-3p,MIMAT0000227,hsa-mir-197,22674182,YES, , ,Serum,DOWN,,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-miR-197-3p,MIMAT0000227,hsa-mir-197,22674182,YES, , ,Serum,DOWN,,astrocytoma,D001254,,Cancer,astrocytoma,
hsa-miR-197-5p,MIMAT0022691,hsa-mir-197,22674182,YES, , ,Serum,DOWN,,astrocytoma,D001254,,Cancer,astrocytoma,
hsa-miR-197-5p,MIMAT0022691,hsa-mir-197,22674182,YES, , ,Serum,DOWN,,astrocytoma,D001254,,Cancer,astrocytoma,
hsa-miR-1973,MIMAT0009448,hsa-mir-1973,24222179,YES, , ,Plasma,UP,blood,hodgkin disease,D006689,DOID_8567,Cancer,hodgkin disease,
hsa-miR-1973,MIMAT0009448,hsa-mir-1973,24222179, ,POSITIVE,"interim therapy response, more pronounced in complete vs. partial response",Plasma,UP,blood,hodgkin disease,D006689,DOID_8567,Cancer,hodgkin disease,
hsa-miR-199a-5p,MIMAT0000231,hsa-mir-199a-1|hsa-mir-199a-2,23118427, ,NEGATIVE,"disease severity, differentiation among severe/mild endometriosis",Serum,UP,endometrium/uterus,endometriosis,D004715,DOID_289,Genitourinary Conditions,endometriosis,
hsa-miR-199a-5p,MIMAT0000231,hsa-mir-199a-1|hsa-mir-199a-2,23118427,YES, , ,Serum,UP,endometrium/uterus,endometriosis,D004715,DOID_289,Genitourinary Conditions,endometriosis,
hsa-miR-19a-3p,MIMAT0000073,hsa-mir-19a,23267864,YES, , ,Blood,UP,colon,colorectal neoplasms,D015179,,Cancer,neoplasm,colorectal
hsa-miR-19a-3p,MIMAT0000073,hsa-mir-19a,23267864,YES, , ,Blood,UP,colon,colorectal neoplasms,D015179,,Cancer,neoplasm,colorectal
hsa-miR-19a-3p,MIMAT0000073,hsa-mir-19a,25887942,YES, , ,Plasma,UP,,"diabetes, gestational",D016640,DOID_9351,"Diabetes, Endocrine and Metabolic Conditions, Pregnancy Conditions and Outcomes",diabetes,gestational
hsa-miR-19b-3p,MIMAT0000074,hsa-mir-19b-1|hsa-mir-19b-2,23267864,YES, , ,Blood,UP,colon,colorectal neoplasms,D015179,,Cancer,neoplasm,colorectal
hsa-miR-19b-3p,MIMAT0000074,hsa-mir-19b-1|hsa-mir-19b-2,28670374,YES, , ,Plasma,UP,,"osteoarthritis, knee",D020370,"DOID_8398,UBERON_0001465",Musculoskeletal Conditions,osteoarthritis,knee
hsa-miR-19b-3p,MIMAT0000074,hsa-mir-19b-1|hsa-mir-19b-2,25126405,YES, , ,Serum,UP,,autism spectrum disorder,D000067877,DOID_0060041,Neurological Conditions,autism spectrum disorder,
hsa-miR-19b-3p,MIMAT0000074,hsa-mir-19b-1|hsa-mir-19b-2,28670374,YES, , ,Plasma,UP,,"osteoarthritis, knee",D020370,"DOID_8398,UBERON_0001465",Musculoskeletal Conditions,osteoarthritis,knee
hsa-miR-19b-3p,MIMAT0000074,hsa-mir-19b-1|hsa-mir-19b-2,25887942,YES, , ,Plasma,UP,,"diabetes, gestational",D016640,DOID_9351,"Diabetes, Endocrine and Metabolic Conditions, Pregnancy Conditions and Outcomes",diabetes,gestational
hsa-miR-19b-3p,MIMAT0000074,hsa-mir-19b-1|hsa-mir-19b-2,28626163,YES, , ,Serum,DOWN,,alzheimer disease,D000544,DOID_10652,Neurological Conditions,alzheimer's disease,
hsa-miR-19b-3p,MIMAT0000074,hsa-mir-19b-1|hsa-mir-19b-2,26695145,YES, , ,Serum,UP,,"carcinoma, non-small-cell lung",D002289,"CL_0000000,DOID_305,UBERON_0002048","Cancer, Respiratory Conditions, Cells",carcinoma,non-small-cell lung
hsa-miR-19b-3p,MIMAT0000074,hsa-mir-19b-1|hsa-mir-19b-2,28626163,YES, , ,Serum,DOWN,,alzheimer disease,D000544,DOID_10652,Neurological Conditions,alzheimer's disease,
hsa-miR-19b-3p,MIMAT0000074,hsa-mir-19b-1|hsa-mir-19b-2,23267864,YES, , ,Blood,UP,colon,colorectal neoplasms,D015179,,Cancer,neoplasm,colorectal
hsa-miR-19b-3p,MIMAT0000074,hsa-mir-19b-1|hsa-mir-19b-2,26695145,YES, , ,Serum,UP,,"carcinoma, non-small-cell lung",D002289,"CL_0000000,DOID_305,UBERON_0002048","Cancer, Respiratory Conditions, Cells",carcinoma,non-small-cell lung
hsa-miR-200a-3p,MIMAT0000682,hsa-mir-200a,22952344, ,NEGATIVE,progression-free survival,Plasma,UP,,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-200a-3p,MIMAT0000682,hsa-mir-200a,20551052,YES, , ,Serum,UP,,"pancreatitis, chronic",D050500,DOID_4989,Digestive & Gastrointestinal Conditions,pancreatitis,chronic
hsa-miR-200a-3p,MIMAT0000682,hsa-mir-200a,20551052,YES, , ,Serum,UP,,pancreatic neoplasms,D010190,DOID_1793,"Cancer, Digestive & Gastrointestinal Conditions",neoplasm,pancreatic
hsa-miR-200a-3p,MIMAT0000682,hsa-mir-200a,22952344, ,NEGATIVE,overall survival,Plasma,UP,,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-200a-3p,MIMAT0000682,hsa-mir-200a,22732895,YES, , ,Serum,UP,liver,biliary atresia,D001656,DOID_13608,Digestive & Gastrointestinal Conditions,biliary atresia,
hsa-miR-200a-3p,MIMAT0000682,hsa-mir-200a,28179587,YES, , ,Plasma,UP,hippocampus,cognitive dysfunction,D060825,,Eyes/Nose/Ears,cognitive dysfunction,
hsa-miR-200a-3p,MIMAT0000682,hsa-mir-200a,21372198,YES, , ,Serum,DOWN,,"lupus erythematosus, systemic",D008180,DOID_9074,"Immune and Autoimmune Conditions, Other/Unclassified/Multisystem",lupus erythematosus,systemic
hsa-miR-200a-3p,MIMAT0000682,hsa-mir-200a,28179587,YES, , ,Plasma,UP,hippocampus,cognitive dysfunction,D060825,,Eyes/Nose/Ears,cognitive dysfunction,
hsa-miR-200a-3p,MIMAT0000682,hsa-mir-200a,28179587,YES, , ,Plasma,UP,hippocampus,alzheimer disease,D000544,DOID_10652,Neurological Conditions,alzheimer's disease,
hsa-miR-200a-3p,MIMAT0000682,hsa-mir-200a,24405714, ,POSITIVE,post-therapeutic efficacy,Serum,UP,pelvic lymph node,uterine cervical neoplasms,D002583,DOID_4362,"Cancer, Genitourinary Conditions",neoplasm,uterine cervical
hsa-miR-200a-3p,MIMAT0000682,hsa-mir-200a,28179587,YES, , ,Plasma,UP,hippocampus,alzheimer disease,D000544,DOID_10652,Neurological Conditions,alzheimer's disease,
hsa-miR-200a-3p,MIMAT0000682,hsa-mir-200a,23272653,YES, , ,Serum,UP,serum,"carcinoma, ovarian epithelial",D000077216,DOID_305,"Cancer, Genitourinary Conditions, Integumentary System",carcinoma,ovarian epithelial
hsa-miR-200a-3p,MIMAT0000682,hsa-mir-200a,22952344,YES, , ,Plasma,UP,,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-200b-3p,MIMAT0000318,hsa-mir-200b,22732895,YES, , ,Serum,UP,liver,biliary atresia,D001656,DOID_13608,Digestive & Gastrointestinal Conditions,biliary atresia,
hsa-miR-200b-3p,MIMAT0000318,hsa-mir-200b,22952344, ,NEGATIVE,progression-free survival,Plasma,UP,,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-200b-3p,MIMAT0000318,hsa-mir-200b,22952344,YES, , ,Plasma,UP,,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-200b-3p,MIMAT0000318,hsa-mir-200b,20551052,YES, , ,Serum,UP,,pancreatic neoplasms,D010190,DOID_1793,"Cancer, Digestive & Gastrointestinal Conditions",neoplasm,pancreatic
hsa-miR-200b-3p,MIMAT0000318,hsa-mir-200b,23272653,YES, , ,Serum,UP,serum,"carcinoma, ovarian epithelial",D000077216,DOID_305,"Cancer, Genitourinary Conditions, Integumentary System",carcinoma,ovarian epithelial
hsa-miR-200b-3p,MIMAT0000318,hsa-mir-200b,22952344, ,NEGATIVE,overall survival,Plasma,UP,,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-200b-3p,MIMAT0000318,hsa-mir-200b,20551052,YES, , ,Serum,UP,,"pancreatitis, chronic",D050500,DOID_4989,Digestive & Gastrointestinal Conditions,pancreatitis,chronic
hsa-miR-200b-3p,MIMAT0000318,hsa-mir-200b,21372198,YES, , ,Serum,DOWN,,"lupus erythematosus, systemic",D008180,DOID_9074,"Immune and Autoimmune Conditions, Other/Unclassified/Multisystem",lupus erythematosus,systemic
hsa-miR-200c-3p,MIMAT0000617,hsa-mir-200c,22952344,YES, , ,Plasma,UP,,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-200c-3p,MIMAT0000617,hsa-mir-200c,21372198,YES, , ,Serum,DOWN,,"lupus erythematosus, systemic",D008180,DOID_9074,"Immune and Autoimmune Conditions, Other/Unclassified/Multisystem",lupus erythematosus,systemic
hsa-miR-200c-3p,MIMAT0000617,hsa-mir-200c,23272653,YES, , ,Serum,UP,serum,"carcinoma, ovarian epithelial",D000077216,DOID_305,"Cancer, Genitourinary Conditions, Integumentary System",carcinoma,ovarian epithelial
hsa-miR-200c-3p,MIMAT0000617,hsa-mir-200c,22952344, ,NEGATIVE,overall survival,Plasma,UP,,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-200c-3p,MIMAT0000617,hsa-mir-200c,22952344, ,NEGATIVE,progression-free survival,Plasma,UP,,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-202-5p,MIMAT0002810,hsa-mir-202,23073777,YES, , ,Serum,UP,serum,whooping cough,D014917,DOID_1116,Infectious Diseases,whooping cough,
hsa-miR-203a-3p,MIMAT0000264,hsa-mir-203a,22952344, ,NEGATIVE,progression-free survival,Plasma,UP,,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-203a-3p,MIMAT0000264,hsa-mir-203a,28946553, ,POSITIVE,progression-free survival,Serum,DOWN,brain,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-miR-203a-3p,MIMAT0000264,hsa-mir-203a,22952344, ,NEGATIVE,overall survival,Plasma,UP,,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-203a-3p,MIMAT0000264,hsa-mir-203a,28946553,YES, , ,Serum,DOWN,brain,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-miR-203a-3p,MIMAT0000264,hsa-mir-203a,28946553, ,POSITIVE,overall survival,Serum,DOWN,brain,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-miR-203a-3p,MIMAT0000264,hsa-mir-203a,28946553,YES, , ,Serum,DOWN,brain,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-miR-203a-3p,MIMAT0000264,hsa-mir-203a,22952344,YES, , ,Plasma,UP,,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-205-5p,MIMAT0000266,hsa-mir-205,29054761,YES, , ,Plasma,UP,,hashimoto disease,D050031,DOID_4,Endocrine and Metabolic Conditions,hashimoto disease,
hsa-miR-205-5p,MIMAT0000266,hsa-mir-205,26230475,YES, , ,Serum,DOWN,brain,glioma,D005910,,Cancer,glioma,
hsa-miR-205-5p,MIMAT0000266,hsa-mir-205,26230475,YES, , ,Serum,DOWN,brain,glioma,D005910,,Cancer,glioma,
hsa-miR-205-5p,MIMAT0000266,hsa-mir-205,26230475, ,POSITIVE,overall survival,Serum,DOWN,brain,glioma,D005910,,Cancer,glioma,
hsa-miR-205-5p,MIMAT0000266,hsa-mir-205,21372198,YES, , ,Serum,DOWN,,"lupus erythematosus, systemic",D008180,DOID_9074,"Immune and Autoimmune Conditions, Other/Unclassified/Multisystem",lupus erythematosus,systemic
hsa-miR-205-5p,MIMAT0000266,hsa-mir-205,26230475,YES, , ,Serum,DOWN,brain,glioma,D005910,,Cancer,glioma,
hsa-miR-205-5p,MIMAT0000266,hsa-mir-205,26230475,YES, , ,Serum,DOWN,brain,glioma,D005910,,Cancer,glioma,
hsa-miR-205-5p,MIMAT0000266,hsa-mir-205,26230475,YES, , ,Serum,DOWN,brain,glioma,D005910,,Cancer,glioma,
hsa-miR-205-5p,MIMAT0000266,hsa-mir-205,26230475,YES, , ,Serum,DOWN,brain,glioma,D005910,,Cancer,glioma,
hsa-miR-206,MIMAT0000462,hsa-mir-206,29410711, ,POSITIVE,overall survival,Serum,UP,,"carcinoma, renal cell",D002292,"CL_0000000,DOID_305","Cancer, Genitourinary Conditions, Cells",carcinoma,renal cell
hsa-miR-206,MIMAT0000462,hsa-mir-206,23073777,YES, , ,Serum,UP,serum,whooping cough,D014917,DOID_1116,Infectious Diseases,whooping cough,
hsa-miR-206,MIMAT0000462,hsa-mir-206,20696132,YES, , ,Serum,UP,"head, sinus, uterus, bladder, orbit",rhabdomyosarcoma,D012208,DOID_3247,Cancer,rhabdomyosarcoma,
hsa-miR-206,MIMAT0000462,hsa-mir-206,24586506,YES, , ,Serum,UP,motor neurons,amyotrophic lateral sclerosis,D000690,"DOID_0111227,DOID_332",Neurological Conditions,amyotrophic lateral sclerosis,
hsa-miR-208a-3p,MIMAT0000241,hsa-mir-208a,20159880,YES, , ,Plasma,UP,heart,myocardial infarction,D009203,DOID_5844,Cardiovascular Conditions,myocardial infarction,
hsa-miR-208b-3p,MIMAT0004960,hsa-mir-208b,21701171, ,NEGATIVE,ejection fraction,Plasma,UP,heart/myocardium,st elevation myocardial infarction,D000072657,DOID_5844,Cardiovascular Conditions,myocardial infarction,st elevation
hsa-miR-208b-3p,MIMAT0004960,hsa-mir-208b,20921333,YES, , ,Plasma,UP,,myocardial infarction,D009203,DOID_5844,Cardiovascular Conditions,myocardial infarction,
hsa-miR-208b-3p,MIMAT0004960,hsa-mir-208b,20921333,YES, , ,Plasma,UP,,myocarditis,D009205,"DOID_820,SYMP_0000095",Cardiovascular Conditions,myocarditis,
hsa-miR-208b-3p,MIMAT0004960,hsa-mir-208b,21701171,YES, , ,Plasma,UP,heart/myocardium,st elevation myocardial infarction,D000072657,DOID_5844,Cardiovascular Conditions,myocardial infarction,st elevation
hsa-miR-208b-3p,MIMAT0004960,hsa-mir-208b,20921333,YES, , ,Plasma,UP,,myocarditis,D009205,"DOID_820,SYMP_0000095",Cardiovascular Conditions,myocarditis,
hsa-miR-20a-3p,MIMAT0004493,hsa-mir-20a,29054761,YES, , ,Plasma,UP,,hashimoto disease,D050031,DOID_4,Endocrine and Metabolic Conditions,hashimoto disease,
hsa-miR-20a-5p,MIMAT0000075,hsa-mir-20a,23799609, ,POSITIVE,lymph node metastasis,Serum,UP,,uterine cervical neoplasms,D002583,DOID_4362,"Cancer, Genitourinary Conditions",neoplasm,uterine cervical
hsa-miR-20a-5p,MIMAT0000075,hsa-mir-20a,21460253, ,POSITIVE,disease severity,Plasma,UP,,"leukemia, lymphocytic, chronic, b-cell",D015451,"CL_0000236,DOID_1240","Cancer, Hematopoietic & Lymphatic Conditions, Cells",leukemia,chronic b-cell lymphocytic
hsa-miR-20a-5p,MIMAT0000075,hsa-mir-20a,24699363,YES, , ,Serum,UP,,"influenza, human",D007251,DOID_8469,Viral Infections,influenza,human
hsa-miR-20a-5p,MIMAT0000075,hsa-mir-20a,23203215,YES, , ,Plasma,DOWN,abdominopelvic cavity,endometriosis,D004715,DOID_289,Genitourinary Conditions,endometriosis,
hsa-miR-20a-5p,MIMAT0000075,hsa-mir-20a,23390075,YES, , ,Serum,UP,liver,hepatitis c,D006526,DOID_1883,"Viral Infections, Infectious Diseases, Digestive & Gastrointestinal Conditions",hepatitis,c
hsa-miR-20a-5p,MIMAT0000075,hsa-mir-20a,28284220, ,NEGATIVE,disease-free survival,Serum,UP,brain,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-miR-20a-5p,MIMAT0000075,hsa-mir-20a,23799609,YES, , ,Serum,UP,,uterine cervical neoplasms,D002583,DOID_4362,"Cancer, Genitourinary Conditions",neoplasm,uterine cervical
hsa-miR-20a-5p,MIMAT0000075,hsa-mir-20a,25887942,YES, , ,Plasma,UP,,"diabetes, gestational",D016640,DOID_9351,"Diabetes, Endocrine and Metabolic Conditions, Pregnancy Conditions and Outcomes",diabetes,gestational
hsa-miR-20a-5p,MIMAT0000075,hsa-mir-20a,23390075,YES, , ,Plasma,UP,,hepatitis c,D006526,DOID_1883,"Viral Infections, Infectious Diseases, Digestive & Gastrointestinal Conditions",hepatitis,c
hsa-miR-20a-5p,MIMAT0000075,hsa-mir-20a,21460253,YES, , ,Plasma,UP,,"leukemia, lymphocytic, chronic, b-cell",D015451,"CL_0000236,DOID_1240","Cancer, Hematopoietic & Lymphatic Conditions, Cells",leukemia,chronic b-cell lymphocytic
hsa-miR-20a-5p,MIMAT0000075,hsa-mir-20a,28284220, ,NEGATIVE,disease-free survival,Serum,UP,brain,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-miR-20a-5p,MIMAT0000075,hsa-mir-20a,21546856,YES, , ,Serum,UP,bowel,crohn disease,D003424,DOID_8778,Digestive & Gastrointestinal Conditions,crohn disease,
hsa-miR-20a-5p,MIMAT0000075,hsa-mir-20a,28284220, ,NEGATIVE,disease-free survival,Serum,UP,brain,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-miR-20a-5p,MIMAT0000075,hsa-mir-20a,28466015,YES, , ,Plasma,UP,"pancreas head and neck, pancreas body and tail","carcinoma, pancreatic ductal",D021441,"DOID_305,UBERON_0007329","Cancer, Digestive & Gastrointestinal Conditions, Breast Conditions",carcinoma,pancreatic ductal
hsa-miR-20a-5p,MIMAT0000075,hsa-mir-20a,22447484, ,POSITIVE,relapse-free survival,Plasma,UP,bone marrow,multiple myeloma,D009101,DOID_9538,"Cancer, Other/Unclassified/Multisystem",multiple myeloma,
hsa-miR-20a-5p,MIMAT0000075,hsa-mir-20a,26695145,YES, , ,Serum,UP,,"carcinoma, non-small-cell lung",D002289,"CL_0000000,DOID_305,UBERON_0002048","Cancer, Respiratory Conditions, Cells",carcinoma,non-small-cell lung
hsa-miR-20a-5p,MIMAT0000075,hsa-mir-20a,28284220, ,NEGATIVE,overall survival,Serum,UP,brain,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-miR-20a-5p,MIMAT0000075,hsa-mir-20a,26695145,YES, , ,Serum,UP,,"carcinoma, non-small-cell lung",D002289,"CL_0000000,DOID_305,UBERON_0002048","Cancer, Respiratory Conditions, Cells",carcinoma,non-small-cell lung
hsa-miR-20a-5p,MIMAT0000075,hsa-mir-20a,28284220, ,NEGATIVE,overall survival,Serum,UP,brain,glioblastoma,D005909,DOID_3068,Cancer,glioblastoma,
hsa-miR-20a-5p,MIMAT0000075,hsa-mir-20a,24699363,YES, , ,Serum,UP,,"influenza, human",D007251,DOID_8469,Viral Infections,influenza,human
hsa-miR-20b-5p,MIMAT0001413,hsa-mir-20b,21098088,YES, , ,Serum,UP,serum,prostatic neoplasms,D011471,DOID_10283,"Cancer, Genitourinary Conditions",neoplasm,prostatic
hsa-miR-21-5p,MIMAT0000076,hsa-mir-21,22638884,YES, , ,Serum,UP,,esophageal neoplasms,D004938,,"Cancer, Digestive & Gastrointestinal Conditions",neoplasm,esophageal
hsa-miR-21-5p,MIMAT0000076,hsa-mir-21,22638884,YES, , ,Serum,UP,,lung neoplasms,D008175,DOID_1324,"Cancer, Respiratory Conditions",neoplasm,lung
hsa-miR-21-5p,MIMAT0000076,hsa-mir-21,31658043,YES, , ,Plasma,UP,cervix,uterine cervical neoplasms,D002583,DOID_4362,"Cancer, Genitourinary Conditions",neoplasm,uterine cervical
hsa-miR-21-5p,MIMAT0000076,hsa-mir-21,25178939, ,POSITIVE,TNM staging,Serum,UP,,colorectal neoplasms,D015179,,Cancer,neoplasm,colorectal
hsa-miR-21-5p,MIMAT0000076,hsa-mir-21,23052693, ,POSITIVE,cancer progression (tumor size),Serum,UP,,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
hsa-miR-21-5p,MIMAT0000076,hsa-mir-21,24517143,YES, , ,Serum,UP,,atherosclerosis,D050197,DOID_1936,Cardiovascular Conditions,atherosclerosis,
hsa-miR-21-5p,MIMAT0000076,hsa-mir-21,23052693,YES, , ,Serum,UP,,breast neoplasms,D001943,UBERON_0000310,"Cancer, Breast Conditions",neoplasm,breast
