miRNA_ID,Cell_line,miRNA_expression,ExperimentSourceInfo,PMID,Disease,Disease_MESH_ID,Disease_DOID_ID,Disease_categories,Disease_main_type,Disease_sub_type
hsa-miR-362-5p,"subtype1:anaplastic lymphoma kinase (ALK)-positive non-small cell lung cancer, subtype2:anaplastic lymphoma kinase (ALK)-negative non-small cell lung cancer",DOWN,subtype1 vs subtype2,28514730,lung cancer,D008175,DOID_1324,"Cancer, Respiratory Conditions",lung cancer,
hsa-miR-660-5p,"subtype1:anaplastic lymphoma kinase (ALK)-positive non-small cell lung cancer, subtype2:anaplastic lymphoma kinase (ALK)-negative non-small cell lung cancer",DOWN,subtype1 vs subtype2,28514730,lung cancer,D008175,DOID_1324,"Cancer, Respiratory Conditions",lung cancer,
hsa-miR-122-5p,"subtype1:clear cell renal cell carcinoma, subtype2:papillary renal cell carcinoma",UP,subtype1 vs subtype2,24703100,kidney cancer,D007680,DOID_263,"Cancer, Genitourinary Conditions",kidney cancer,
hsa-miR-135a-5p,"subtype1:clear cell renal cell carcinoma, subtype2:papillary renal cell carcinoma",DOWN,subtype1 vs subtype2,24703100,kidney cancer,D007680,DOID_263,"Cancer, Genitourinary Conditions",kidney cancer,
hsa-miR-204-5p,"subtype1:clear cell renal cell carcinoma, subtype2:papillary renal cell carcinoma",DOWN,subtype1 vs subtype2,24703100,kidney cancer,D007680,DOID_263,"Cancer, Genitourinary Conditions",kidney cancer,
hsa-miR-141-3p,"cancer:primary advanced ovarian high-grade serous carcinoma (HGSC), normal:normal ovarian tissue",DOWN,cancer vs normal,27655640,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-200c-3p,"cancer:primary advanced ovarian high-grade serous carcinoma (HGSC), normal:normal ovarian tissue",DOWN,cancer vs normal,27655640,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-205-5p,"cancer:primary advanced ovarian high-grade serous carcinoma (HGSC), normal:normal ovarian tissue",DOWN,cancer vs normal,27655640,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-429,"cancer:primary advanced ovarian high-grade serous carcinoma (HGSC), normal:normal ovarian tissue",DOWN,cancer vs normal,27655640,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-204-5p,"cancer:primary advanced ovarian high-grade serous carcinoma (HGSC), normal:normal ovarian tissue",UP,cancer vs normal,27655640,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-506-3p,"cancer:recurrent advanced ovarian high-grade serous carcinoma (HGSC), normal:normal ovarian tissue",UP,cancer vs normal,27655640,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-509-3p,"cancer:recurrent advanced ovarian high-grade serous carcinoma (HGSC), normal:normal ovarian tissue",UP,cancer vs normal,27655640,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-370-3p,"poor outcome:recurrent advanced ovarian high-grade serous carcinoma (HGSC), good outcome:primary advanced ovarian high-grade serous carcinoma (HGSC)",DOWN,poor outcome vs good outcome,27655640,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-575,"poor outcome:recurrent advanced ovarian high-grade serous carcinoma (HGSC), good outcome:primary advanced ovarian high-grade serous carcinoma (HGSC)",DOWN,poor outcome vs good outcome,27655640,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-630,"poor outcome:recurrent advanced ovarian high-grade serous carcinoma (HGSC), good outcome:primary advanced ovarian high-grade serous carcinoma (HGSC)",DOWN,poor outcome vs good outcome,27655640,ovarian cancer,D010051,DOID_2394,"Cancer, Genitourinary Conditions",ovarian cancer,
hsa-miR-150-5p,multiple myeloma,DOWN,cancer vs normal,28458781,lymphoma,D008223,DOID_0060058,"Cancer, Hematopoietic & Lymphatic Conditions",lymphoma,
hsa-miR-4430,multiple myeloma,UP,cancer vs normal,28458781,lymphoma,D008223,DOID_0060058,"Cancer, Hematopoietic & Lymphatic Conditions",lymphoma,
hsa-miR-30b-5p, ,UP,cancer vs normal,28359916,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-miR-96-5p, ,UP,cancer vs normal,28359916,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-miR-182-5p, ,UP,cancer vs normal,28359916,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-miR-374b-5p, ,UP,cancer vs normal,28359916,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-miR-942-5p, ,UP,cancer vs normal,28359916,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-miR-380-5p,"diffuse malignant peritoneal mesothelioma, subtype1:Telomerase activity(TA)-positive, subtype2:Telomerase activity(TA)-negtive",DOWN,subtype1 vs subtype2,28716051,mesothelioma,D008654,,Cancer,mesothelioma,
hsa-miR-21-5p,glioblastoma,UP,cancer vs normal,30176243,brain cancer,D001932,DOID_1319,"Cancer, Neurological Conditions",brain cancer,
hsa-miR-92b-5p,glioblastoma,UP,cancer vs normal,30176243,brain cancer,D001932,DOID_1319,"Cancer, Neurological Conditions",brain cancer,
hsa-miR-182-5p,glioblastoma,UP,cancer vs normal,30176243,brain cancer,D001932,DOID_1319,"Cancer, Neurological Conditions",brain cancer,
hsa-miR-339-5p,glioblastoma,UP,cancer vs normal,30176243,brain cancer,D001932,DOID_1319,"Cancer, Neurological Conditions",brain cancer,
hsa-miR-575, ,UP,cancer vs normal,30886199,gallbladder carcinoma,"D002277,D005704",DOID_4948,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,
hsa-miR-370-3p, ,UP,cancer vs normal,30886199,gallbladder carcinoma,"D002277,D005704",DOID_4948,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,
hsa-miR-145-5p, ,DOWN,cancer vs normal,30886199,gallbladder carcinoma,"D002277,D005704",DOID_4948,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,
hsa-miR-338-3p, ,DOWN,cancer vs normal,30886199,gallbladder carcinoma,"D002277,D005704",DOID_4948,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,
hsa-miR-451a,glioblastoma multiforme,UP,cancer vs normal,28931080,brain cancer,D001932,DOID_1319,"Cancer, Neurological Conditions",brain cancer,
 ,glioblastoma multiforme,DOWN,cancer vs normal,28931080,brain cancer,D001932,DOID_1319,"Cancer, Neurological Conditions",brain cancer,
hsa-miR-4298,glioblastoma multiforme,DOWN,cancer vs normal,28931080,brain cancer,D001932,DOID_1319,"Cancer, Neurological Conditions",brain cancer,
hsa-miR-1247-3p, ,UP,cancer vs normal,30588338,oral squamous cell carcinoma ,D000077195,DOID_0050866,"Cancer, Integumentary System, Teeth and Mouth Conditions, Cells",carcinoma,
hsa-miR-503-5p, ,UP,cancer vs normal,30588338,oral squamous cell carcinoma ,D000077195,DOID_0050866,"Cancer, Integumentary System, Teeth and Mouth Conditions, Cells",carcinoma,
hsa-miR-6126, ,UP,cancer vs normal,30588338,oral squamous cell carcinoma ,D000077195,DOID_0050866,"Cancer, Integumentary System, Teeth and Mouth Conditions, Cells",carcinoma,
hsa-miR-4651, ,UP,cancer vs normal,30588338,oral squamous cell carcinoma ,D000077195,DOID_0050866,"Cancer, Integumentary System, Teeth and Mouth Conditions, Cells",carcinoma,
hsa-miR-1247-5p, ,UP,cancer vs normal,30588338,oral squamous cell carcinoma ,D000077195,DOID_0050866,"Cancer, Integumentary System, Teeth and Mouth Conditions, Cells",carcinoma,
hsa-miR-933, ,UP,cancer vs normal,30588338,oral squamous cell carcinoma ,D000077195,DOID_0050866,"Cancer, Integumentary System, Teeth and Mouth Conditions, Cells",carcinoma,
hsa-miR-3180-5p, ,UP,cancer vs normal,30588338,oral squamous cell carcinoma ,D000077195,DOID_0050866,"Cancer, Integumentary System, Teeth and Mouth Conditions, Cells",carcinoma,
hsa-miR-1470, ,UP,cancer vs normal,30588338,oral squamous cell carcinoma ,D000077195,DOID_0050866,"Cancer, Integumentary System, Teeth and Mouth Conditions, Cells",carcinoma,
hsa-miR-4725-5p, ,UP,cancer vs normal,30588338,oral squamous cell carcinoma ,D000077195,DOID_0050866,"Cancer, Integumentary System, Teeth and Mouth Conditions, Cells",carcinoma,
hsa-miR-4758-3p, ,UP,cancer vs normal,30588338,oral squamous cell carcinoma ,D000077195,DOID_0050866,"Cancer, Integumentary System, Teeth and Mouth Conditions, Cells",carcinoma,
hsa-miR-767-3p, ,UP,cancer vs normal,30588338,oral squamous cell carcinoma ,D000077195,DOID_0050866,"Cancer, Integumentary System, Teeth and Mouth Conditions, Cells",carcinoma,
hsa-miR-33b-3p, ,UP,cancer vs normal,30588338,oral squamous cell carcinoma ,D000077195,DOID_0050866,"Cancer, Integumentary System, Teeth and Mouth Conditions, Cells",carcinoma,
hsa-miR-5571-5p, ,UP,cancer vs normal,30588338,oral squamous cell carcinoma ,D000077195,DOID_0050866,"Cancer, Integumentary System, Teeth and Mouth Conditions, Cells",carcinoma,
hsa-miR-4310, ,UP,cancer vs normal,30588338,oral squamous cell carcinoma ,D000077195,DOID_0050866,"Cancer, Integumentary System, Teeth and Mouth Conditions, Cells",carcinoma,
hsa-miR-4723-3p, ,UP,cancer vs normal,30588338,oral squamous cell carcinoma ,D000077195,DOID_0050866,"Cancer, Integumentary System, Teeth and Mouth Conditions, Cells",carcinoma,
hsa-miR-4700-3p, ,UP,cancer vs normal,30588338,oral squamous cell carcinoma ,D000077195,DOID_0050866,"Cancer, Integumentary System, Teeth and Mouth Conditions, Cells",carcinoma,
hsa-miR-3184-3p, ,UP,cancer vs normal,30588338,oral squamous cell carcinoma ,D000077195,DOID_0050866,"Cancer, Integumentary System, Teeth and Mouth Conditions, Cells",carcinoma,
hsa-miR-636, ,UP,cancer vs normal,30588338,oral squamous cell carcinoma ,D000077195,DOID_0050866,"Cancer, Integumentary System, Teeth and Mouth Conditions, Cells",carcinoma,
hsa-miR-939-3p, ,UP,cancer vs normal,30588338,oral squamous cell carcinoma ,D000077195,DOID_0050866,"Cancer, Integumentary System, Teeth and Mouth Conditions, Cells",carcinoma,
hsa-miR-5196-3p, ,UP,cancer vs normal,30588338,oral squamous cell carcinoma ,D000077195,DOID_0050866,"Cancer, Integumentary System, Teeth and Mouth Conditions, Cells",carcinoma,
hsa-miR-4664-5p, ,UP,cancer vs normal,30588338,oral squamous cell carcinoma ,D000077195,DOID_0050866,"Cancer, Integumentary System, Teeth and Mouth Conditions, Cells",carcinoma,
hsa-miR-525-5p, ,UP,cancer vs normal,30588338,oral squamous cell carcinoma ,D000077195,DOID_0050866,"Cancer, Integumentary System, Teeth and Mouth Conditions, Cells",carcinoma,
hsa-miR-5698, ,UP,cancer vs normal,30588338,oral squamous cell carcinoma ,D000077195,DOID_0050866,"Cancer, Integumentary System, Teeth and Mouth Conditions, Cells",carcinoma,
hsa-miR-6500-5p, ,UP,cancer vs normal,30588338,oral squamous cell carcinoma ,D000077195,DOID_0050866,"Cancer, Integumentary System, Teeth and Mouth Conditions, Cells",carcinoma,
hsa-miR-2114-5p, ,DOWN,cancer vs normal,30588338,oral squamous cell carcinoma ,D000077195,DOID_0050866,"Cancer, Integumentary System, Teeth and Mouth Conditions, Cells",carcinoma,
hsa-miR-509-3p, ,DOWN,cancer vs normal,30588338,oral squamous cell carcinoma ,D000077195,DOID_0050866,"Cancer, Integumentary System, Teeth and Mouth Conditions, Cells",carcinoma,
hsa-miR-3194-3p, ,DOWN,cancer vs normal,30588338,oral squamous cell carcinoma ,D000077195,DOID_0050866,"Cancer, Integumentary System, Teeth and Mouth Conditions, Cells",carcinoma,
hsa-miR-208b-3p, ,DOWN,cancer vs normal,30588338,oral squamous cell carcinoma ,D000077195,DOID_0050866,"Cancer, Integumentary System, Teeth and Mouth Conditions, Cells",carcinoma,
hsa-miR-10b-3p, ,DOWN,cancer vs normal,30588338,oral squamous cell carcinoma ,D000077195,DOID_0050866,"Cancer, Integumentary System, Teeth and Mouth Conditions, Cells",carcinoma,
hsa-miR-101-5p, ,DOWN,cancer vs normal,30588338,oral squamous cell carcinoma ,D000077195,DOID_0050866,"Cancer, Integumentary System, Teeth and Mouth Conditions, Cells",carcinoma,
hsa-miR-125b-2-3p, ,DOWN,cancer vs normal,30588338,oral squamous cell carcinoma ,D000077195,DOID_0050866,"Cancer, Integumentary System, Teeth and Mouth Conditions, Cells",carcinoma,
hsa-miR-129-2-3p, ,DOWN,cancer vs normal,30588338,oral squamous cell carcinoma ,D000077195,DOID_0050866,"Cancer, Integumentary System, Teeth and Mouth Conditions, Cells",carcinoma,
hsa-miR-144-3p, ,DOWN,cancer vs normal,30588338,oral squamous cell carcinoma ,D000077195,DOID_0050866,"Cancer, Integumentary System, Teeth and Mouth Conditions, Cells",carcinoma,
hsa-miR-665, ,UP,cancer vs normal,31209222,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-miR-375,medullary thyroid cancer,UP,cancer vs normal,29298817,thyroid cancer,D013964,DOID_1781,"Cancer, Endocrine and Metabolic Conditions",thyroid cancer,
hsa-miR-1537-3p,"poor outcome:serum of patients had dead, good outcome:serum of patients those were still alive",UP,blood,30867806,oral squamous cell carcinoma ,D000077195,DOID_0050866,"Cancer, Integumentary System, Teeth and Mouth Conditions, Cells",carcinoma,
hsa-miR-5100,"poor outcome:serum of patients had dead, good outcome:serum of patients those were still alive",UP,blood,30867806,oral squamous cell carcinoma ,D000077195,DOID_0050866,"Cancer, Integumentary System, Teeth and Mouth Conditions, Cells",carcinoma,
hsa-miR-626,"poor outcome:serum of patients had dead, good outcome:serum of patients those were still alive",UP,blood,30867806,oral squamous cell carcinoma ,D000077195,DOID_0050866,"Cancer, Integumentary System, Teeth and Mouth Conditions, Cells",carcinoma,
hsa-miR-125b-2-3p, ,DOWN,cancer vs normal,30364632,hepatocellular carcinoma,D006528,DOID_684,"Cancer, Digestive & Gastrointestinal Conditions",carcinoma,
hsa-miR-146a-5p,cutaneous T-cell lymphoma,UP,cancer vs normal,29894486,lymphoma,D008223,DOID_0060058,"Cancer, Hematopoietic & Lymphatic Conditions",lymphoma,
hsa-miR-181a-5p,cutaneous T-cell lymphoma,UP,cancer vs normal,29894486,lymphoma,D008223,DOID_0060058,"Cancer, Hematopoietic & Lymphatic Conditions",lymphoma,
hsa-miR-26a-5p,cutaneous T-cell lymphoma,UP,cancer vs normal,29894486,lymphoma,D008223,DOID_0060058,"Cancer, Hematopoietic & Lymphatic Conditions",lymphoma,
hsa-miR-222-3p,cutaneous T-cell lymphoma,UP,cancer vs normal,29894486,lymphoma,D008223,DOID_0060058,"Cancer, Hematopoietic & Lymphatic Conditions",lymphoma,
 , ,UP,metastasis,29902577,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-342-3p,"subtype1:triple negative breast cancer, subtype2: Luminal breast cancer",UP,subtype1 vs subtype2,30115973,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-miR-155-5p,"clear cell renal cell carcinoma, poor outcome:recurrent clear cell renal cell carcinoma, good outcome:non-recurrent clear cell renal cell carcinoma",UP,poor outcome vs good outcome,30201497,kidney cancer,D007680,DOID_263,"Cancer, Genitourinary Conditions",kidney cancer,
hsa-miR-210-3p,"clear cell renal cell carcinoma, poor outcome:recurrent clear cell renal cell carcinoma, good outcome:non-recurrent clear cell renal cell carcinoma",UP,poor outcome vs good outcome,30201497,kidney cancer,D007680,DOID_263,"Cancer, Genitourinary Conditions",kidney cancer,
hsa-miR-204-5p,"clear cell renal cell carcinoma, poor outcome:recurrent clear cell renal cell carcinoma, good outcome:non-recurrent clear cell renal cell carcinoma",DOWN,poor outcome vs good outcome,30201497,kidney cancer,D007680,DOID_263,"Cancer, Genitourinary Conditions",kidney cancer,
hsa-miR-34a-5p, ,UP,cancer vs normal,30201497,kidney cancer,D007680,DOID_263,"Cancer, Genitourinary Conditions",kidney cancer,
hsa-miR-21-5p, ,UP,cancer vs normal,30201497,kidney cancer,D007680,DOID_263,"Cancer, Genitourinary Conditions",kidney cancer,
hsa-let-7e-5p, ,UP,cancer vs normal,30201497,kidney cancer,D007680,DOID_263,"Cancer, Genitourinary Conditions",kidney cancer,
hsa-miR-592, ,UP,cancer vs normal,30201497,kidney cancer,D007680,DOID_263,"Cancer, Genitourinary Conditions",kidney cancer,
hsa-miR-106b-5p, ,UP,cancer vs normal,30201497,kidney cancer,D007680,DOID_263,"Cancer, Genitourinary Conditions",kidney cancer,
hsa-miR-18a-5p, ,UP,cancer vs normal,30201497,kidney cancer,D007680,DOID_263,"Cancer, Genitourinary Conditions",kidney cancer,
hsa-miR-15b-5p, ,UP,cancer vs normal,30201497,kidney cancer,D007680,DOID_263,"Cancer, Genitourinary Conditions",kidney cancer,
hsa-miR-331-3p, ,UP,cancer vs normal,30201497,kidney cancer,D007680,DOID_263,"Cancer, Genitourinary Conditions",kidney cancer,
hsa-miR-181a-3p, ,UP,cancer vs normal,30201497,kidney cancer,D007680,DOID_263,"Cancer, Genitourinary Conditions",kidney cancer,
hsa-miR-93-5p, ,UP,cancer vs normal,30201497,kidney cancer,D007680,DOID_263,"Cancer, Genitourinary Conditions",kidney cancer,
hsa-miR-28-3p, ,UP,cancer vs normal,30201497,kidney cancer,D007680,DOID_263,"Cancer, Genitourinary Conditions",kidney cancer,
hsa-miR-25-3p, ,UP,cancer vs normal,30201497,kidney cancer,D007680,DOID_263,"Cancer, Genitourinary Conditions",kidney cancer,
hsa-miR-223-3p, ,UP,cancer vs normal,30201497,kidney cancer,D007680,DOID_263,"Cancer, Genitourinary Conditions",kidney cancer,
hsa-miR-222-3p, ,UP,cancer vs normal,30201497,kidney cancer,D007680,DOID_263,"Cancer, Genitourinary Conditions",kidney cancer,
hsa-let-7c-5p, ,DOWN,cancer vs normal,30201497,kidney cancer,D007680,DOID_263,"Cancer, Genitourinary Conditions",kidney cancer,
hsa-miR-127-3p, ,DOWN,cancer vs normal,30201497,kidney cancer,D007680,DOID_263,"Cancer, Genitourinary Conditions",kidney cancer,
hsa-miR-141-3p, ,DOWN,cancer vs normal,30201497,kidney cancer,D007680,DOID_263,"Cancer, Genitourinary Conditions",kidney cancer,
hsa-miR-199a-5p, ,DOWN,cancer vs normal,30201497,kidney cancer,D007680,DOID_263,"Cancer, Genitourinary Conditions",kidney cancer,
hsa-miR-200c-3p, ,DOWN,cancer vs normal,30201497,kidney cancer,D007680,DOID_263,"Cancer, Genitourinary Conditions",kidney cancer,
hsa-miR-218-5p, ,DOWN,cancer vs normal,30201497,kidney cancer,D007680,DOID_263,"Cancer, Genitourinary Conditions",kidney cancer,
hsa-miR-27b-3p, ,DOWN,cancer vs normal,30201497,kidney cancer,D007680,DOID_263,"Cancer, Genitourinary Conditions",kidney cancer,
hsa-miR-30a-3p, ,DOWN,cancer vs normal,30201497,kidney cancer,D007680,DOID_263,"Cancer, Genitourinary Conditions",kidney cancer,
hsa-miR-335-5p, ,DOWN,cancer vs normal,30201497,kidney cancer,D007680,DOID_263,"Cancer, Genitourinary Conditions",kidney cancer,
hsa-miR-376a-3p, ,DOWN,cancer vs normal,30201497,kidney cancer,D007680,DOID_263,"Cancer, Genitourinary Conditions",kidney cancer,
hsa-miR-376c-3p, ,DOWN,cancer vs normal,30201497,kidney cancer,D007680,DOID_263,"Cancer, Genitourinary Conditions",kidney cancer,
hsa-miR-429, ,DOWN,cancer vs normal,30201497,kidney cancer,D007680,DOID_263,"Cancer, Genitourinary Conditions",kidney cancer,
hsa-miR-532-5p, ,DOWN,cancer vs normal,30201497,kidney cancer,D007680,DOID_263,"Cancer, Genitourinary Conditions",kidney cancer,
hsa-miR-6087, ,DOWN,blood,30382619,bladder cancer,D001749,DOID_11054,"Cancer, Genitourinary Conditions",bladder cancer,
hsa-miR-1343-3p, ,DOWN,blood,30382619,bladder cancer,D001749,DOID_11054,"Cancer, Genitourinary Conditions",bladder cancer,
hsa-miR-424-5p,esophageal squamous cell carcinomas,UP,cancer vs normal,30361064,esophageal cancer,D004938,DOID_5041,"Cancer, Digestive & Gastrointestinal Conditions",esophageal cancer,
hsa-miR-103a-3p, ,UP,cancer vs normal,30452625,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
hsa-let-7a-5p, ,UP,cancer vs normal,30452625,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
hsa-miR-21-5p, ,UP,cancer vs normal,30452625,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
hsa-miR-500a-5p,"SW620,LoVo,FHC",DOWN,cancer vs normal,30737378,colorectal cancer,D015179,DOID_9256,Cancer,colorectal cancer,
hsa-miR-204-5p,papillary thyroid carcinoma,DOWN,cancer vs normal,30799952,thyroid cancer,D013964,DOID_1781,"Cancer, Endocrine and Metabolic Conditions",thyroid cancer,
hsa-miR-140-3p,"U-CH1, U-CH2, MUG-Chor1, JHC7",DOWN,subtype1 vs subtype2,30951707,chordoma,D002817,DOID_3302,Cancer,chordoma,
hsa-miR-148a-3p,"U-CH1, U-CH2, MUG-Chor1, JHC7",DOWN,subtype1 vs subtype2,30951707,chordoma,D002817,DOID_3302,Cancer,chordoma,
hsa-miR-152-3p,"U-CH1, U-CH2, MUG-Chor1, JHC7",DOWN,subtype1 vs subtype2,30951707,chordoma,D002817,DOID_3302,Cancer,chordoma,
hsa-miR-574-5p,"U-CH1, U-CH2, MUG-Chor1, JHC7",DOWN,subtype1 vs subtype2,30951707,chordoma,D002817,DOID_3302,Cancer,chordoma,
hsa-miR-210-5p,"U-CH1, U-CH2, MUG-Chor1, JHC7",UP,subtype1 vs subtype2,30951707,chordoma,D002817,DOID_3302,Cancer,chordoma,
hsa-miR-4790-3p, ,UP,blood,31159814,nasopharyngeal carcinoma,D000077274,DOID_9261,"Cancer, Eyes/Nose/Ears",carcinoma,
hsa-miR-188-5p, ,UP,blood,31159814,nasopharyngeal carcinoma,D000077274,DOID_9261,"Cancer, Eyes/Nose/Ears",carcinoma,
hsa-miR-5583-5p, ,UP,blood,31159814,nasopharyngeal carcinoma,D000077274,DOID_9261,"Cancer, Eyes/Nose/Ears",carcinoma,
hsa-miR-3615, ,UP,blood,31159814,nasopharyngeal carcinoma,D000077274,DOID_9261,"Cancer, Eyes/Nose/Ears",carcinoma,
hsa-miR-126-3p,"subtype1:A375, subtype2:A375R",DOWN,subtype1 vs subtype2,31227006,melanoma,D008545,DOID_1909,"Cancer, Integumentary System",melanoma,
hsa-miR-146a-5p,"subtype1:A375, subtype2:A375R",DOWN,subtype1 vs subtype2,31227006,melanoma,D008545,DOID_1909,"Cancer, Integumentary System",melanoma,
hsa-miR-424-3p,"subtype1:A375, subtype2:A375R",UP,subtype1 vs subtype2,31227006,melanoma,D008545,DOID_1909,"Cancer, Integumentary System",melanoma,
hsa-miR-503-3p,"subtype1:A375, subtype2:A375R",UP,subtype1 vs subtype2,31227006,melanoma,D008545,DOID_1909,"Cancer, Integumentary System",melanoma,
hsa-miR-509-3p,"subtype1:A375, subtype2:A375R",UP,subtype1 vs subtype2,31227006,melanoma,D008545,DOID_1909,"Cancer, Integumentary System",melanoma,
hsa-miR-23b-3p,MCF7,UP,subtype1 vs subtype2,31269432,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-miR-129-2-3p,astrocytoma,DOWN,cancer vs normal,29221210,brain cancer,D001932,DOID_1319,"Cancer, Neurological Conditions",brain cancer,
hsa-miR-183-5p,astrocytoma,UP,cancer vs normal,29221210,brain cancer,D001932,DOID_1319,"Cancer, Neurological Conditions",brain cancer,
hsa-miR-223-3p,"rhabdomyosarcomas, subtype1: AYA-RMS, subtype2: PEDS-RMS",UP,subtype1 vs subtype2,31533233,sarcoma,D012509,DOID_1115,Cancer,sarcoma,
hsa-miR-431-5p,"rhabdomyosarcomas, subtype1: AYA-RMS, subtype2: PEDS-RMS",DOWN,subtype1 vs subtype2,31533233,sarcoma,D012509,DOID_1115,Cancer,sarcoma,
hsa-miR-204-5p,head and neck squamous cell carcinoma,DOWN,cancer vs normal,31938073,head and neck cancer,D006258,DOID_11934,Cancer,head and neck cancer,
hsa-miR-181a-5p, ,UP,metastasis,33391510,prostate cancer,D011471,DOID_10283,"Cancer, Genitourinary Conditions",prostate cancer,
hsa-miR-10a-5p,solid pseudopapillary neoplasm of pancreas,UP,cancer vs normal,32232006,pancreatic cancer,D010190,DOID_1793,"Cancer, Digestive & Gastrointestinal Conditions",pancreatic cancer,
hsa-miR-184,solid pseudopapillary neoplasm of pancreas,UP,cancer vs normal,32232006,pancreatic cancer,D010190,DOID_1793,"Cancer, Digestive & Gastrointestinal Conditions",pancreatic cancer,
hsa-miR-887-3p,solid pseudopapillary neoplasm of pancreas,UP,cancer vs normal,32232006,pancreatic cancer,D010190,DOID_1793,"Cancer, Digestive & Gastrointestinal Conditions",pancreatic cancer,
hsa-miR-217,solid pseudopapillary neoplasm of pancreas,DOWN,cancer vs normal,32232006,pancreatic cancer,D010190,DOID_1793,"Cancer, Digestive & Gastrointestinal Conditions",pancreatic cancer,
hsa-miR-375,solid pseudopapillary neoplasm of pancreas,DOWN,cancer vs normal,32232006,pancreatic cancer,D010190,DOID_1793,"Cancer, Digestive & Gastrointestinal Conditions",pancreatic cancer,
 ,solid pseudopapillary neoplasm of pancreas,DOWN,cancer vs normal,32232006,pancreatic cancer,D010190,DOID_1793,"Cancer, Digestive & Gastrointestinal Conditions",pancreatic cancer,
hsa-miR-1275,lung adenocarcinoma,UP,cancer vs normal,32194819,lung cancer,D008175,DOID_1324,"Cancer, Respiratory Conditions",lung cancer,
 ,MDA-MB-231-Cells,DOWN,metastasis,32509578,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-miR-214-3p,MDA-MB-231-Cells,DOWN,metastasis,32509578,breast cancer,D001943,DOID_1612,"Cancer, Breast Conditions",breast cancer,
hsa-miR-137,pancreatic ductal adenocarcinoma,DOWN,cancer vs normal,32393661,pancreatic cancer,D010190,DOID_1793,"Cancer, Digestive & Gastrointestinal Conditions",pancreatic cancer,
hsa-miR-212-3p,pancreatic ductal adenocarcinoma,DOWN,cancer vs normal,32393661,pancreatic cancer,D010190,DOID_1793,"Cancer, Digestive & Gastrointestinal Conditions",pancreatic cancer,
hsa-miR-451a,distal cholangiocarcinoma,DOWN,cancer vs normal,32710569,biliary tract cancer,D001661,DOID_4607,"Cancer, Digestive & Gastrointestinal Conditions",biliary tract cancer,
hsa-miR-144-3p,distal cholangiocarcinoma,DOWN,cancer vs normal,32710569,biliary tract cancer,D001661,DOID_4607,"Cancer, Digestive & Gastrointestinal Conditions",biliary tract cancer,
hsa-miR-16-5p, ,UP,blood,32726984,lung cancer,D008175,DOID_1324,"Cancer, Respiratory Conditions",lung cancer,
hsa-miR-451a, ,UP,blood,32726984,lung cancer,D008175,DOID_1324,"Cancer, Respiratory Conditions",lung cancer,
hsa-miR-92a-3p, ,UP,blood,32726984,lung cancer,D008175,DOID_1324,"Cancer, Respiratory Conditions",lung cancer,
hsa-miR-155-5p, ,UP,blood,32726984,lung cancer,D008175,DOID_1324,"Cancer, Respiratory Conditions",lung cancer,
hsa-miR-378e, ,UP,blood,32726984,lung cancer,D008175,DOID_1324,"Cancer, Respiratory Conditions",lung cancer,
hsa-miR-1285-3p, ,UP,blood,32726984,lung cancer,D008175,DOID_1324,"Cancer, Respiratory Conditions",lung cancer,
